n,mesh,angle_deg,phase,h_local_max_m,h_local_median_m,area_m2,area_over_unique_length_h_local,support_width_m,width_over_h_local,forward_leakage_m,forward_leakage_over_h_local,intact_cross_graph_path_exists,certificate_fingerprint,unresolved_bridge_nodes,construction_screen
33,structured,-45,0.037,0.04419417382415922,0.04419417382415922,0.0615234375,2.7842329509220307,0.0791959594928934,1.7920000000000016,0.03952247404533582,0.8942915010152409,False,67afd0e795eb78b96dd5e73513192b6500ecc9ce662e3bf4afbabd7dc1ccc5f5,0,True
33,perturbed,0,0.0,0.05041174154212865,0.04545128287389509,0.0657221316910951,2.6074136572398197,0.06613846318321526,1.311965450111338,0.04916395049606398,0.9752480075495527,False,d68816520540a0da7bc45086ae88a6a613295bbc564cdd47cdb93fe4901bff23,0,True
33,perturbed,0,0.037,0.05041174154212865,0.04545128287389509,0.06376807570127863,2.52988981338755,0.06613846318321526,1.311965450111338,0.046082066273698485,0.9141137533443098,False,ff03ad9d13b91f7bfe5d5e076208af5fb2d924c0bbbc88ad6d4c25bba686f50b,0,True
33,perturbed,15,0.0,0.051378570988668416,0.04364726276623847,0.0585607814770247,2.27958000194051,0.07598481571047103,1.4789203796117556,0.042061461871201966,0.8186576828008443,False,e46811416156a7ca1c7537a3159faf5f8faea381051d11267b88dba40d715bc9,0,True
33,perturbed,15,0.037,0.051378570988668416,0.04360122297009762,0.062420120197312925,2.4298114562617834,0.07725008121757891,1.5035467069455177,0.04321462797244724,0.8411021782209213,False,ade378a13160d18a4055e31468124c55253ce43d43c46f2cdd338250b1293e5f,0,True
33,perturbed,-15,0.0,0.05146844742708505,0.04644071429506776,0.06209115883538307,2.412785383641002,0.08009264485410626,1.5561503961737508,0.03940446446393908,0.7656042961032209,False,4c0572a254344bbafa62a948ba2bec2b97adeb4c06ebbd88e72f527569745f22,0,True
33,perturbed,-15,0.037,0.05146844742708505,0.0447975928929133,0.06250202207622321,2.4287510193412896,0.0807670411872942,1.569253498499566,0.06820847345750325,1.325248319451129,False,66e3d3cea872a051cca71403c74134033793054421fd46916a4a1654d70e6fc3,0,True
33,perturbed,30,0.0,0.05035559231316194,0.044488963307556625,0.06212043282715739,2.4672704648504493,0.08546920521412538,1.6973130746351175,0.04797368112431144,0.952698179498369,False,ce206653eaaedc2672a9f1dd64ad7b0298272b6ea7fd4f9607ef3fec794da69f,0,True
33,perturbed,30,0.037,0.05035559231316194,0.04327495406665436,0.06456165202059333,2.5642296736014436,0.08346683737875515,1.65754851734588,0.05785923127130965,1.149013021463088,False,5c500fa96ad56bcd3c8ec3fcbf11df703935b4ac8d5f5168a6f80ab1d8b7b35a,0,True
33,perturbed,-30,0.0,0.0512619807378665,0.045818275772000046,0.06353828752285158,2.478963419215549,0.08939330516568927,1.7438519518551436,0.04739367189138621,0.9245384436808775,False,4479b79826705a5bd0b6eaf608ec29589b658022ca8237b19e19936d91e2bd7f,0,True
