case_id,material_class,temperature_K,theta_deg,rate_tag,seed,row_start,row_stop_exclusive,accepted_row_count,numerical_event_count,physical_avalanche_count,onset_marker_count,initial_projected_crack_length_m,initial_projected_crack_length_explicit,duplicate_extension_row_count,raw_steps_relative_path,raw_steps_sha256,observer_archive_present,observer_record_count,observer_manifest_schema,full_local_tensor_archived
canonical_single_crack_theta__dbtt__T0600K__theta30__rate1x__seed1004630,DBTT,600.0,30.0,rate1x,1004630,294203,295783,1580,207,1,1,0.0005,True,1556,canonical_single_crack_theta__dbtt__T0600K__theta30__rate1x__seed1004630/steps_0600K.csv,3dd7c6d2ea6b0809451e265cd15fdb17c683b1321e15bcbb24c43ba2fa6a47a1,True,1580,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0800K__theta30__rate1x__seed1005639,DBTT,800.0,30.0,rate1x,1005639,295783,297563,1780,247,2,2,0.0005,True,1757,canonical_single_crack_theta__dbtt__T0800K__theta30__rate1x__seed1005639/steps_0800K.csv,dff4fb4f0555d5c9a4fab5c4f2f4505a2a4fe34f54cdac07dc74c4815cbdd289,True,1780,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0900K__theta30__rate1x__seed1006648,DBTT,900.0,30.0,rate1x,1006648,297563,299217,1654,218,1,1,0.0005,True,1638,canonical_single_crack_theta__dbtt__T0900K__theta30__rate1x__seed1006648/steps_0900K.csv,a4f09ea62dc7e6edbab183c78574ace3735e6501ac60328cfd67ad3fb59666b3,True,1654,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0950K__theta30__rate1x__seed1007657,DBTT,950.0,30.0,rate1x,1007657,299217,300920,1703,224,1,1,0.0005,True,1679,canonical_single_crack_theta__dbtt__T0950K__theta30__rate1x__seed1007657/steps_0950K.csv,426b62d7dbcdba070652b67ce7f2d7e38dee60eecaebf792d58543a39b5e87fc,True,1703,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1000K__theta30__rate1x__seed1008666,DBTT,1000.0,30.0,rate1x,1008666,300920,302593,1673,226,2,2,0.0005,True,1648,canonical_single_crack_theta__dbtt__T1000K__theta30__rate1x__seed1008666/steps_1000K.csv,468bf10e108024d201b1baf8abef0fa1c91c257b0a6709bb0a2561f1919fb579,True,1673,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1050K__theta30__rate1x__seed1009675,DBTT,1050.0,30.0,rate1x,1009675,302593,304272,1679,229,6,6,0.0005,True,1654,canonical_single_crack_theta__dbtt__T1050K__theta30__rate1x__seed1009675/steps_1050K.csv,7a45754df6c6d1d5f7ee8e2c4394aa22bbeb44c212c9b7ef51568b8357115cd6,True,1679,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684,DBTT,1100.0,30.0,rate1x,1010684,304272,306001,1729,207,5,5,0.0005,True,1713,canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684/steps_1100K.csv,3105fbdc6c69effb690f572a04f5188605a770c20412a9cb7e5da06ce4d631dc,True,1729,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,DBTT,1150.0,30.0,rate1x,1011693,306001,307700,1699,204,6,6,0.0005,True,1688,canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693/steps_1150K.csv,a4f0a128f09240e7f8250a6f9aaea5349db6f7e9916aea1b96ac75f85ce20faa,True,1699,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,DBTT,1200.0,30.0,rate1x,1012702,307700,309438,1738,209,5,5,0.0005,True,1722,canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702/steps_1200K.csv,b5089dad4e3d61e15abe3ab939b960f697aa89a1f39630d2bd42436d374a67e8,True,1738,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,DBTT,1250.0,30.0,rate1x,1013711,309438,310978,1540,193,4,4,0.0005,True,1520,canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711/steps_1250K.csv,d352ee489cc24304c5643fc88a9593dcd8c887407449aa39f5aefeaaf3fa86d5,True,1540,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,DBTT,1300.0,30.0,rate1x,1014720,310978,312571,1593,199,4,4,0.0005,True,1574,canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720/steps_1300K.csv,b4876f0798157440bff8d90c751a8d7753134b6a1f23f719756e1324c1e354cc,True,1593,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0300K__theta30__rate1x__seed2003621,weak-T,300.0,30.0,rate1x,2003621,312571,314197,1626,227,1,1,0.0005,True,1606,canonical_single_crack_theta__weakt__T0300K__theta30__rate1x__seed2003621/steps_0300K.csv,445a467c5286790b2c93923d4f1c675ed6a20cfff8b7eaf81d5e7b3ce4431735,True,1626,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0600K__theta30__rate1x__seed2004630,weak-T,600.0,30.0,rate1x,2004630,314197,315732,1535,195,1,1,0.0005,True,1520,canonical_single_crack_theta__weakt__T0600K__theta30__rate1x__seed2004630/steps_0600K.csv,1a94e4aad4d1bd6acab7add634d19d386f392f7353a855306562fe7b30abf4ec,True,1535,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0800K__theta30__rate1x__seed2005639,weak-T,800.0,30.0,rate1x,2005639,315732,317267,1535,211,2,2,0.0005,True,1513,canonical_single_crack_theta__weakt__T0800K__theta30__rate1x__seed2005639/steps_0800K.csv,cc62a43bf2d463f9fad4082d19467c4a654850c4ef7b41c3700e700d4d61b904,True,1535,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0900K__theta30__rate1x__seed2006648,weak-T,900.0,30.0,rate1x,2006648,317267,318883,1616,202,1,1,0.0005,True,1605,canonical_single_crack_theta__weakt__T0900K__theta30__rate1x__seed2006648/steps_0900K.csv,fe692d518cda421a06ce3a0eb66a000be95ebd9ca6fd0249859d9a0f63b78f49,True,1616,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,weak-T,950.0,30.0,rate1x,2007657,318883,320600,1717,235,3,3,0.0005,True,1706,canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657/steps_0950K.csv,5f42d598d2ec04affefad599490737125fb372e623f144805d5ff26e6c7542ad,True,1717,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1000K__theta30__rate1x__seed2008666,weak-T,1000.0,30.0,rate1x,2008666,320600,322044,1444,185,1,1,0.0005,True,1428,canonical_single_crack_theta__weakt__T1000K__theta30__rate1x__seed2008666/steps_1000K.csv,937f7cb3d4e84d48718fc2e856fa2940f769a138ceaed2b3f7aa4cd25a206d7e,True,1444,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1050K__theta30__rate1x__seed2009675,weak-T,1050.0,30.0,rate1x,2009675,322044,323597,1553,218,1,1,0.0005,True,1533,canonical_single_crack_theta__weakt__T1050K__theta30__rate1x__seed2009675/steps_1050K.csv,211f4e3b1308a3bbc1fc7460e476b6a66a408d99c563476c28510761958f3450,True,1553,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1100K__theta30__rate1x__seed2010684,weak-T,1100.0,30.0,rate1x,2010684,323597,325304,1707,228,1,1,0.0005,True,1689,canonical_single_crack_theta__weakt__T1100K__theta30__rate1x__seed2010684/steps_1100K.csv,f720ae04d0b49842f23b96964a23d76df05f476a174b9f32de658e4136ffb39f,True,1707,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1150K__theta30__rate1x__seed2011693,weak-T,1150.0,30.0,rate1x,2011693,325304,327039,1735,259,1,1,0.0005,True,1703,canonical_single_crack_theta__weakt__T1150K__theta30__rate1x__seed2011693/steps_1150K.csv,461a7f6b2cb720a5e70f6e329f31fbf2d2a848808afc7e68cb32b4978fad3582,True,1735,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1200K__theta30__rate1x__seed2012702,weak-T,1200.0,30.0,rate1x,2012702,327039,328594,1555,219,1,1,0.0005,True,1534,canonical_single_crack_theta__weakt__T1200K__theta30__rate1x__seed2012702/steps_1200K.csv,0c920f672e198f542c2c8a5d3c74b128e850257ea9ac074d663fdf30ce362c27,True,1555,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1250K__theta30__rate1x__seed2013711,weak-T,1250.0,30.0,rate1x,2013711,328594,330213,1619,212,1,1,0.0005,True,1602,canonical_single_crack_theta__weakt__T1250K__theta30__rate1x__seed2013711/steps_1250K.csv,adb14e6aad0b5f28de28e0a379740b7f6618b0e20f4465ea32a1895a07a3cad0,True,1619,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1300K__theta30__rate1x__seed2014720,weak-T,1300.0,30.0,rate1x,2014720,330213,331781,1568,207,1,1,0.0005,True,1554,canonical_single_crack_theta__weakt__T1300K__theta30__rate1x__seed2014720/steps_1300K.csv,cf21f018678b1a14440a70c7223f97e2359ebd5ce06232776c37a6cbb4e670bf,True,1568,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0300K__theta30__rate1x__seed3003621,ceramic-like,300.0,30.0,rate1x,3003621,331781,333322,1541,203,2,2,0.0005,True,1526,canonical_single_crack_theta__ceramiclike__T0300K__theta30__rate1x__seed3003621/steps_0300K.csv,c4a3b7001297fd67bf66e98e512c959dfbbbb11dab734bc97a8806eaecd307a5,True,1541,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0600K__theta30__rate1x__seed3004630,ceramic-like,600.0,30.0,rate1x,3004630,333322,335011,1689,227,1,1,0.0005,True,1675,canonical_single_crack_theta__ceramiclike__T0600K__theta30__rate1x__seed3004630/steps_0600K.csv,55e0fd9578a0f386ff5a982f7c1b6903f35d07fb1298814cd99046cef2796af7,True,1689,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0800K__theta30__rate1x__seed3005639,ceramic-like,800.0,30.0,rate1x,3005639,335011,336677,1666,222,1,1,0.0005,True,1653,canonical_single_crack_theta__ceramiclike__T0800K__theta30__rate1x__seed3005639/steps_0800K.csv,16521861ef27f7b469fd6a830926e2073c13e617271ff8ddbc9883512d3e63c8,True,1666,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0900K__theta30__rate1x__seed3006648,ceramic-like,900.0,30.0,rate1x,3006648,336677,338350,1673,227,1,1,0.0005,True,1651,canonical_single_crack_theta__ceramiclike__T0900K__theta30__rate1x__seed3006648/steps_0900K.csv,ccb86037d9effd97096d031ed858a3495f8ae83acc09051bc7a15fa109462a99,True,1673,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0950K__theta30__rate1x__seed3007657,ceramic-like,950.0,30.0,rate1x,3007657,338350,339989,1639,230,1,1,0.0005,True,1614,canonical_single_crack_theta__ceramiclike__T0950K__theta30__rate1x__seed3007657/steps_0950K.csv,d27aff072291577218da5fa003771cfc022c08a78d478bd86af2e5a83d483f27,True,1639,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1000K__theta30__rate1x__seed3008666,ceramic-like,1000.0,30.0,rate1x,3008666,339989,341570,1581,204,2,2,0.0005,True,1566,canonical_single_crack_theta__ceramiclike__T1000K__theta30__rate1x__seed3008666/steps_1000K.csv,6fb91b73a14aff7376b296850778a7e81ceb08e33f8a8ff50a8bc3f3e5ef8118,True,1581,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1050K__theta30__rate1x__seed3009675,ceramic-like,1050.0,30.0,rate1x,3009675,341570,343242,1672,240,1,1,0.0005,True,1643,canonical_single_crack_theta__ceramiclike__T1050K__theta30__rate1x__seed3009675/steps_1050K.csv,45cdfb3c79899cf77b1ebff8a726b8373a4db86227f9c909fa920a76110197fe,True,1672,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1100K__theta30__rate1x__seed3010684,ceramic-like,1100.0,30.0,rate1x,3010684,343242,344864,1622,227,1,1,0.0005,True,1600,canonical_single_crack_theta__ceramiclike__T1100K__theta30__rate1x__seed3010684/steps_1100K.csv,6b0b57998315c79a2f613ec0a531070477be559f067a30aa50d7d97277b94c10,True,1622,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1150K__theta30__rate1x__seed3011693,ceramic-like,1150.0,30.0,rate1x,3011693,344864,346438,1574,219,1,1,0.0005,True,1554,canonical_single_crack_theta__ceramiclike__T1150K__theta30__rate1x__seed3011693/steps_1150K.csv,f8aacb7adbf65c4eea8812927fcb28f355be8f0b6a0fdeee5970ba01cf0d9a8d,True,1574,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1200K__theta30__rate1x__seed3012702,ceramic-like,1200.0,30.0,rate1x,3012702,346438,348089,1651,224,2,2,0.0005,True,1632,canonical_single_crack_theta__ceramiclike__T1200K__theta30__rate1x__seed3012702/steps_1200K.csv,fd7a1e56074d77ce8b4b3981e94ac1e244c22d230018e3c51a69eb42fb8baeaa,True,1651,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1250K__theta30__rate1x__seed3013711,ceramic-like,1250.0,30.0,rate1x,3013711,348089,349811,1722,217,2,2,0.0005,True,1709,canonical_single_crack_theta__ceramiclike__T1250K__theta30__rate1x__seed3013711/steps_1250K.csv,7c4e515ec7e17400fdfeaf39791b3b9678b29918a18062a692cd49e07b90c7d3,True,1722,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1300K__theta30__rate1x__seed3014720,ceramic-like,1300.0,30.0,rate1x,3014720,349811,351448,1637,224,1,1,0.0005,True,1623,canonical_single_crack_theta__ceramiclike__T1300K__theta30__rate1x__seed3014720/steps_1300K.csv,e2e68227fdb308d8bf852b1a55f6c2c94a9ffadac857c4bf9be4888dde1e13f4,True,1637,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T0300K__theta45__rate1x__seed3621,Peak,300.0,45.0,rate1x,3621,351448,353163,1715,230,1,1,0.0005,True,1694,canonical_strain_rate__peak__T0300K__theta45__rate1x__seed3621/steps_0300K.csv,bc895124137dab3b18a5d96bcc7eeeb73c2749305da4f1e1c9e44cd48ae89811,True,1715,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T0600K__theta45__rate1x__seed4630,Peak,600.0,45.0,rate1x,4630,353163,354768,1605,212,1,1,0.0005,True,1588,canonical_strain_rate__peak__T0600K__theta45__rate1x__seed4630/steps_0600K.csv,9117c04b577d2e5784633c31aeb72d00083ab8854cd2bf97146f95fb7b318887,True,1605,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T0800K__theta45__rate1x__seed5639,Peak,800.0,45.0,rate1x,5639,354768,356506,1738,215,2,2,0.0005,True,1727,canonical_strain_rate__peak__T0800K__theta45__rate1x__seed5639/steps_0800K.csv,94c1f12b765bec5b5ae23ed3e5c609cbaf712ca12c1cb9e66aac2aced53bfc70,True,1738,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648,Peak,900.0,45.0,rate1x,6648,356506,358137,1631,201,2,2,0.0005,True,1618,canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648/steps_0900K.csv,a30321e1db4cbc3c07569709f12ba6e3c379931888b7af60dccc873fee037162,True,1631,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T0950K__theta45__rate1x__seed7657,Peak,950.0,45.0,rate1x,7657,358137,359857,1720,235,1,1,0.0005,True,1695,canonical_strain_rate__peak__T0950K__theta45__rate1x__seed7657/steps_0950K.csv,9cceb1e49a578b951500c8766dc1f6cbbbc1f70e9bb1fb773ec98625f3d9f146,True,1720,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1000K__theta45__rate1x__seed8666,Peak,1000.0,45.0,rate1x,8666,359857,361631,1774,237,1,1,0.0005,True,1755,canonical_strain_rate__peak__T1000K__theta45__rate1x__seed8666/steps_1000K.csv,aecd9342532c2fd4c139dfe9d4e2609fc7909cd62af86680aad59342354d0035,True,1774,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675,Peak,1050.0,45.0,rate1x,9675,361631,363430,1799,250,2,2,0.0005,True,1774,canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675/steps_1050K.csv,886a5e836b02db4bd213ee07e36143ae56087bf3d6890a3e2423b8802422df7c,True,1799,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1100K__theta45__rate1x__seed10684,Peak,1100.0,45.0,rate1x,10684,363430,365038,1608,213,1,1,0.0005,True,1595,canonical_strain_rate__peak__T1100K__theta45__rate1x__seed10684/steps_1100K.csv,37a38db051fe762a3cb9479eaff1e06ab0b120f086234d5e7573ee51df591528,True,1608,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693,Peak,1150.0,45.0,rate1x,11693,365038,366691,1653,222,2,2,0.0005,True,1630,canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693/steps_1150K.csv,0044807b329b80007c39a04438a03797046c227e32b612282978efc73d9235dc,True,1653,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1200K__theta45__rate1x__seed12702,Peak,1200.0,45.0,rate1x,12702,366691,368299,1608,201,1,1,0.0005,True,1595,canonical_strain_rate__peak__T1200K__theta45__rate1x__seed12702/steps_1200K.csv,a68735972dec9972c5faf3a864ae6100178c9d6bb868d6deea0707fd87da7e3b,True,1608,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711,Peak,1250.0,45.0,rate1x,13711,368299,369929,1630,224,2,2,0.0005,True,1608,canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711/steps_1250K.csv,250ea97ba44fcb7242107f9f892feb57ccce74ddf4a9f5d314557142b788ca50,True,1630,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720,Peak,1300.0,45.0,rate1x,14720,369929,371596,1667,196,2,2,0.0005,True,1652,canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720/steps_1300K.csv,d0cb17d4f7dce09627529bf1f526e4972078a1c486fbfcc5f37012a69dcc2aaa,True,1667,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621,DBTT,300.0,45.0,rate1x,1003621,371596,373382,1786,227,2,2,0.0005,True,1776,canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621/steps_0300K.csv,813d0ecc85efc65282d5295f2b9c58b0f0c57c35411aa54eaeb0ee4040271fa3,True,1786,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T0600K__theta45__rate1x__seed1004630,DBTT,600.0,45.0,rate1x,1004630,373382,374973,1591,210,1,1,0.0005,True,1567,canonical_strain_rate__dbtt__T0600K__theta45__rate1x__seed1004630/steps_0600K.csv,1c1ce85154e260c13d6adf73dd7770929da83ea6676cabe0f5b45e36581be69c,True,1591,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T0800K__theta45__rate1x__seed1005639,DBTT,800.0,45.0,rate1x,1005639,374973,376749,1776,252,1,1,0.0005,True,1753,canonical_strain_rate__dbtt__T0800K__theta45__rate1x__seed1005639/steps_0800K.csv,a9c32d1cb3785cdad9a34575534477936e98393b889c064870956298c1daa05b,True,1776,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T0900K__theta45__rate1x__seed1006648,DBTT,900.0,45.0,rate1x,1006648,376749,378468,1719,229,1,1,0.0005,True,1702,canonical_strain_rate__dbtt__T0900K__theta45__rate1x__seed1006648/steps_0900K.csv,e636f438d77cabc135519dfb7d53289fc92697a104c3746ef9eaa325d138c3cc,True,1719,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T0950K__theta45__rate1x__seed1007657,DBTT,950.0,45.0,rate1x,1007657,378468,380263,1795,231,2,2,0.0005,True,1771,canonical_strain_rate__dbtt__T0950K__theta45__rate1x__seed1007657/steps_0950K.csv,51376212707b7d658316d22943c3eb27dad4c60604749c3f5ed3e38cd03d3ee1,True,1795,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,DBTT,1000.0,45.0,rate1x,1008666,380263,381988,1725,232,5,5,0.0005,True,1698,canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666/steps_1000K.csv,770a075db292fe538976ad09bda3b0014a5b45d10672babc7956e48f895e4403,True,1725,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675,DBTT,1050.0,45.0,rate1x,1009675,381988,383771,1783,238,5,5,0.0005,True,1755,canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675/steps_1050K.csv,fc24f00e980a22ce6bb1199b9d7b93c622f1aa2ab8ad8023b7c2c2174ed987dd,True,1783,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684,DBTT,1100.0,45.0,rate1x,1010684,383771,385502,1731,211,5,5,0.0005,True,1713,canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684/steps_1100K.csv,a6f35ec42dc4dc669ae598cf9990c65a8faad61508bf63619bfa9c277c05f900,True,1731,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,DBTT,1150.0,45.0,rate1x,1011693,385502,387235,1733,210,7,7,0.0005,True,1720,canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693/steps_1150K.csv,9e192d226f323d6718f05ed70234d36f571ec65d1c8b6e68d6be65aaef8fefdd,True,1733,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1200K__theta45__rate1x__seed1012702,DBTT,1200.0,45.0,rate1x,1012702,387235,389013,1778,212,4,4,0.0005,True,1763,canonical_strain_rate__dbtt__T1200K__theta45__rate1x__seed1012702/steps_1200K.csv,ffd91960fc12097868352a7a1b4c85b8de22cbe917d70f9bcc71e2d822ad0621,True,1778,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1250K__theta45__rate1x__seed1013711,DBTT,1250.0,45.0,rate1x,1013711,389013,390638,1625,200,4,4,0.0005,True,1604,canonical_strain_rate__dbtt__T1250K__theta45__rate1x__seed1013711/steps_1250K.csv,2a95bbdf5abafd1bce4bc322e267fdbddbfad4d8bde45d06d0397c6b853f35bf,True,1625,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__dbtt__T1300K__theta45__rate1x__seed1014720,DBTT,1300.0,45.0,rate1x,1014720,390638,392364,1726,203,3,3,0.0005,True,1707,canonical_strain_rate__dbtt__T1300K__theta45__rate1x__seed1014720/steps_1300K.csv,843bbe52b36310de5b9c825d4fc534ccb0ca0faee3aa96001c4e5a8fa7c69073,True,1726,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T0300K__theta45__rate1x__seed2003621,weak-T,300.0,45.0,rate1x,2003621,392364,393998,1634,230,1,1,0.0005,True,1614,canonical_strain_rate__weakt__T0300K__theta45__rate1x__seed2003621/steps_0300K.csv,05cb436a20bb364554d689e35812d3c9a516cc2c8c93fb37edd4d843e2257387,True,1634,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T0600K__theta45__rate1x__seed2004630,weak-T,600.0,45.0,rate1x,2004630,393998,395546,1548,198,1,1,0.0005,True,1532,canonical_strain_rate__weakt__T0600K__theta45__rate1x__seed2004630/steps_0600K.csv,26a3015bd73443cb4cd93653da4face54f1e04ee141808c04111ef9d5fa69ebe,True,1548,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T0800K__theta45__rate1x__seed2005639,weak-T,800.0,45.0,rate1x,2005639,395546,397115,1569,216,1,1,0.0005,True,1548,canonical_strain_rate__weakt__T0800K__theta45__rate1x__seed2005639/steps_0800K.csv,7e088ad9be40b9872cac912dac364bfb759585209cb495d0b35a09abb1c6cd7a,True,1569,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T0900K__theta45__rate1x__seed2006648,weak-T,900.0,45.0,rate1x,2006648,397115,398752,1637,206,1,1,0.0005,True,1627,canonical_strain_rate__weakt__T0900K__theta45__rate1x__seed2006648/steps_0900K.csv,b2cc475a5cdb1dd30275efad4793854bcf258226d5d651a98b2d2f61517816f7,True,1637,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T0950K__theta45__rate1x__seed2007657,weak-T,950.0,45.0,rate1x,2007657,398752,400526,1774,240,2,2,0.0005,True,1762,canonical_strain_rate__weakt__T0950K__theta45__rate1x__seed2007657/steps_0950K.csv,99701e3e4eafbc91d1fcd83af4dc16afcc5ff120e9b68827137decb1567a4a4b,True,1774,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T1000K__theta45__rate1x__seed2008666,weak-T,1000.0,45.0,rate1x,2008666,400526,402029,1503,190,3,3,0.0005,True,1487,canonical_strain_rate__weakt__T1000K__theta45__rate1x__seed2008666/steps_1000K.csv,9d007372f93524e84beecaf48cf57c34931e01015ef780f43dc4d7b467c183ea,True,1503,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T1050K__theta45__rate1x__seed2009675,weak-T,1050.0,45.0,rate1x,2009675,402029,403675,1646,233,1,1,0.0005,True,1625,canonical_strain_rate__weakt__T1050K__theta45__rate1x__seed2009675/steps_1050K.csv,d9db3a91793fe4933b8e9c612cce9d328345a53808c8af1ad27c868ec4f0f007,True,1646,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T1100K__theta45__rate1x__seed2010684,weak-T,1100.0,45.0,rate1x,2010684,403675,405440,1765,228,2,2,0.0005,True,1748,canonical_strain_rate__weakt__T1100K__theta45__rate1x__seed2010684/steps_1100K.csv,15ddc40c3d545b9aa338e81a7aa1cf984a555e152ef978cd73908e3632cf6449,True,1765,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T1150K__theta45__rate1x__seed2011693,weak-T,1150.0,45.0,rate1x,2011693,405440,407192,1752,260,1,1,0.0005,True,1719,canonical_strain_rate__weakt__T1150K__theta45__rate1x__seed2011693/steps_1150K.csv,b0c2bb64d1bfc78a9fb47d3695f9f42a4877b25084985d5dd2b8fd7c7d6572a1,True,1752,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T1200K__theta45__rate1x__seed2012702,weak-T,1200.0,45.0,rate1x,2012702,407192,408821,1629,223,1,1,0.0005,True,1607,canonical_strain_rate__weakt__T1200K__theta45__rate1x__seed2012702/steps_1200K.csv,d96f5d9098cd27ff62a9d236193b1b7479e05aeb80cb1e4db1d62c1ede482381,True,1629,canonical_pf_state_observer_consolidation_v2,False
