case_id,material_class,temperature_K,theta_deg,seed,U0_theta_m,K0_theta_MPa_sqrt_m,C0_theta_MPa_sqrt_m_per_m,theta0_reference_U_m,theta0_reference_K_MPa_sqrt_m,theta0_reference_C_MPa_sqrt_m_per_m,delta_K_vs_theta0_MPa_sqrt_m,opening_local_threshold_contribution_MPa_sqrt_m,structural_KJ_per_opening_contribution_MPa_sqrt_m,identity_residual_MPa_sqrt_m,opening_tensor_available,complete_channel_tensors_available,resolved_signed_shears_available_in_full_trajectory,onset_tip_radius_um,onset_front_width_um,onset_mobile_count,onset_retained_count,onset_multiplicity,onset_backstress_Pa,onset_signed_shielding_MPa_sqrt_m,onset_maximum_emission_rate_system_index,onset_maximum_emission_rate_system_name,onset_tensor_probe_reliable
canonical_single_crack_theta__peak__T0900K__theta15__rate1x__seed6648,Peak,900.0,15.0,6648,2.8446137371958984e-05,48.21480178412183,1694950.7468683594,3.3200000000000075e-05,56.38624527458679,1698380.8817646585,-8.17144349046496,-8.065716206954157,-0.10572728351080253,2.3592239273284576e-16,False,False,True,1.0000675688840244,9.740366564864726,0.0660387610564134,0.1650494878162676,343432.5100682906,27777117.23109656,-1.5781228968759558e-05,1,(1-10),True
canonical_single_crack_theta__peak__T0900K__theta30__rate1x__seed6648,Peak,900.0,30.0,6648,1.8300000000000008e-05,30.96785126055513,1692232.3093199518,3.3200000000000075e-05,56.38624527458679,1698380.8817646585,-25.418394014031662,-25.260068273580462,-0.15832574045119752,-2.886579864025407e-15,False,False,True,1.0000137423701687,9.948745783009608,0.0358949393790278,0.0002323315000718,350760.80717192456,11971289.789901871,-1.0018543871276698e-08,1,(1-10),True
canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648,Peak,900.0,45.0,6648,1.2661933742329446e-05,21.504786194143165,1698380.8817646583,3.3200000000000075e-05,56.38624527458679,1698380.8817646585,-34.881459080443626,-34.88145908044361,-5.3390317762188524e-15,-8.871822938983151e-15,False,False,True,1.0071847251250456,4.012832434576102,29.34328407783617,0.3578716596409957,142494.11053686184,206140260.73195723,7.720818197278611e-07,0,(110),True
canonical_theta0_shared__peak__T0950K__theta0__rate1x__seed7657,Peak,950.0,0.0,7657,3.280000000000008e-05,55.70689292188094,1698380.8817646587,3.280000000000008e-05,55.70689292188094,1698380.8817646587,0.0,0.0,0.0,0.0,False,False,True,1.0004681828347113,8.640044225459096,0.4911548429227372,1.48621558974435,304758.62545372493,70030919.73564824,-0.0001920921211944,0,(110),True
canonical_single_crack_theta__peak__T0950K__theta15__rate1x__seed7657,Peak,950.0,15.0,7657,2.820000000000008e-05,47.79761106168791,1694950.7468683608,3.280000000000008e-05,55.70689292188094,1698380.8817646587,-7.909281860193033,-7.8046627458559446,-0.10461911433708741,-1.2906342661267445e-15,False,False,True,1.0000638233410877,9.776080260273176,0.1306860606019283,0.1374988238858027,344690.43701088097,25429259.044412095,-1.371293626350306e-05,1,(1-10),True
canonical_single_crack_theta__peak__T0950K__theta30__rate1x__seed7657,Peak,950.0,30.0,7657,1.820000000000001e-05,30.798628029623146,1692232.3093199523,3.280000000000008e-05,55.70689292188094,1698380.8817646587,-24.908264892257797,-24.751476294917783,-0.1567885973400149,4.163336342344337e-16,False,False,True,1.0000016928627866,9.993868016099254,0.0070632485928484,1.1534512809555563e-05,352347.42650989007,4131856.5815256895,-4.922475356180451e-10,1,(1-10),True
canonical_strain_rate__peak__T0950K__theta45__rate1x__seed7657,Peak,950.0,45.0,7657,1.2596822239016677e-05,21.3942020617338,1698380.8817646583,3.280000000000008e-05,55.70689292188094,1698380.8817646587,-34.31269086014714,-34.31269086014713,-1.0569771341750573e-14,-3.64108337345143e-15,False,False,True,1.0071062354894682,4.03010804139787,28.380414366718185,1.054818174212095,143096.4082456653,205086573.6847691,2.3470814631688e-06,0,(110),True
canonical_theta0_shared__peak__T1000K__theta0__rate1x__seed8666,Peak,1000.0,0.0,8666,3.1723256162242664e-05,53.878171773275795,1698380.8817646573,3.1723256162242664e-05,53.878171773275795,1698380.8817646573,0.0,0.0,0.0,0.0,False,False,True,4.7430019717402265,0.1910978886210202,12345.075003491253,1019.1617815471049,31955.52469682083,6287667586.743904,-0.11215581292262,0,(110),True
canonical_single_crack_theta__peak__T1000K__theta15__rate1x__seed8666,Peak,1000.0,15.0,8666,2.730585561791826e-05,46.2820803734702,1694950.7468683617,3.1723256162242664e-05,53.878171773275795,1698380.8817646573,-7.596091399805594,-7.494852491698359,-0.10123890810723216,-2.9698465908722937e-15,False,False,True,3.919053158648145,0.2164623624715557,9686.51646472569,1043.292693621404,29908.890818656615,5539477462.872967,-0.094336919626357,1,(1-10),True
canonical_single_crack_theta__peak__T1000K__theta30__rate1x__seed8666,Peak,1000.0,30.0,8666,1.7753663389903453e-05,30.043322797185404,1692232.3093199518,3.1723256162242664e-05,53.878171773275795,1698380.8817646573,-23.83484897609039,-23.682742763986774,-0.15210621210361883,7.494005416219807e-16,False,False,True,2.0269848261929235,0.3649923680436326,3454.5986619897085,620.3729588144706,26083.81072353367,3220785441.734578,-0.0270984472592511,1,(1-10),True
canonical_strain_rate__peak__T1000K__theta45__rate1x__seed8666,Peak,1000.0,45.0,8666,1.2157504360878046e-05,20.648072976485736,1698380.8817646585,3.1723256162242664e-05,53.878171773275795,1698380.8817646573,-33.23009879679006,-33.23009879679008,2.554196429154877e-14,-4.225682218745764e-15,False,False,True,1.006485075652001,4.1500606133756595,23.798394861992865,3.978097032693228,147264.65973715705,197988775.1068084,8.114140175916224e-06,0,(110),True
canonical_theta0_shared__peak__T1050K__theta0__rate1x__seed9675,Peak,1050.0,0.0,9675,3.151093077170599e-05,53.5175623892751,1698380.8817646576,3.151093077170599e-05,53.5175623892751,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,6.961763106680891,0.1514496034796254,17970.145021744785,6605.2791004523915,37172.70290682082,7934266652.212223,-0.7274706563078205,0,(110),True
canonical_single_crack_theta__peak__T1050K__theta15__rate1x__seed9675,Peak,1050.0,15.0,9675,2.7181544367877252e-05,46.07137892736903,1694950.7468683608,3.151093077170599e-05,53.5175623892751,1698380.8817646576,-7.446183461906067,-7.3455219083429055,-0.10066155356315769,-3.5110803153770576e-15,False,False,True,5.170623905143723,0.1810410084250173,12550.09780223756,4755.469527217301,33003.24692514291,6621795015.800875,-0.4306599888688657,1,(1-10),True
canonical_single_crack_theta__peak__T1050K__theta30__rate1x__seed9675,Peak,1050.0,30.0,9675,1.7730792244080937e-05,30.004619505273375,1692232.3093199518,3.151093077170599e-05,53.5175623892751,1698380.8817646576,-23.512942884001724,-23.361559733369372,-0.15138315063235042,-1.5543122344752192e-15,False,False,True,2.155270954931908,0.3436095557234856,3441.8225738739884,1374.5293635425678,26109.819424073183,3408119304.127971,-0.0604630331771521,1,(1-10),True
canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675,Peak,1050.0,45.0,9675,1.2127045442687867e-05,20.596342132152294,1698380.8817646578,3.151093077170599e-05,53.5175623892751,1698380.8817646576,-32.921220257122805,-32.921220257122805,5.0801290448747874e-15,-5.0801290448747874e-15,False,False,True,1.0063344315957257,4.1584258407599775,20.627954992436603,7.489674142045205,147539.41331163468,197507524.9604656,1.4094235236525604e-05,1,(1-10),True
canonical_theta0_shared__peak__T1100K__theta0__rate1x__seed10684,Peak,1100.0,0.0,10684,3.103181142625904e-05,52.7038352528844,1698380.8817646576,3.103181142625904e-05,52.7038352528844,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,6.793419256141974,0.1534012845829054,15691.310112895471,8234.167671451289,36741.27078257331,7833297904.917055,-0.9090386085173792,0,(110),True
canonical_single_crack_theta__peak__T1100K__theta15__rate1x__seed10684,Peak,1100.0,15.0,10684,2.6850793559567805e-05,45.510772597797626,1694950.746868361,3.103181142625904e-05,52.7038352528844,1698380.8817646576,-7.193062655086777,-7.093790083461555,-0.09927257162521644,-5.412337245047638e-15,False,False,True,5.118217681527131,0.1819060171018385,11185.610140084598,6001.860124257172,32824.83689055167,6590435866.066559,-0.5456435884174095,1,(1-10),True
canonical_single_crack_theta__peak__T1100K__theta30__rate1x__seed10684,Peak,1100.0,30.0,10684,1.760758582686146e-05,29.796125625339023,1692232.3093199518,3.103181142625904e-05,52.7038352528844,1698380.8817646576,-22.90770962754538,-22.75817819870656,-0.14953142883881684,-3.247402347028583e-15,False,False,True,2.143592445959402,0.3446977182733043,3088.034082586042,1701.4356615505556,26050.57930823613,3397556948.674589,-0.0756992326859758,1,(1-10),True
canonical_strain_rate__peak__T1100K__theta45__rate1x__seed10684,Peak,1100.0,45.0,10684,1.2075920454111684e-05,20.509512428974073,1698380.8817646583,3.103181142625904e-05,52.7038352528844,1698380.8817646576,-32.194322823910326,-32.19432282391034,1.5055201440247725e-14,-8.44346725045721e-16,False,False,True,1.0061055893643134,4.17257881888018,18.27427941142387,9.393569837803462,148007.89083740697,196697242.0656163,1.3198302793612564e-05,0,(110),True
canonical_theta0_shared__peak__T1150K__theta0__rate1x__seed11693,Peak,1150.0,0.0,11693,3.035705544686983e-05,51.55784259763339,1698380.8817646578,3.035705544686983e-05,51.55784259763339,1698380.8817646578,0.0,0.0,0.0,0.0,False,False,True,6.8247342383923595,0.1525258409134572,14928.561438723042,9545.390431326698,36699.98875955942,7878267889.631803,-1.0632817510364736,0,(110),True
canonical_single_crack_theta__peak__T1150K__theta15__rate1x__seed11693,Peak,1150.0,15.0,11693,2.631575386911838e-05,44.60390667486616,1694950.746868361,3.035705544686983e-05,51.55784259763339,1698380.8817646578,-6.953935922767229,-6.8567382323142585,-0.09719769045297207,1.2906342661267445e-15,False,False,True,5.0559352314918895,0.1827080618066137,10429.61440527174,6679.819860842448,32568.366107530313,6560866180.134151,-0.6158856208008483,0,(110),True
canonical_single_crack_theta__peak__T1150K__theta30__rate1x__seed11693,Peak,1150.0,30.0,11693,1.7311603887108272e-05,29.295255423913503,1692232.3093199527,3.035705544686983e-05,51.55784259763339,1698380.8817646578,-22.262587173719886,-22.116040071091422,-0.14654710262846518,1.2490009027033011e-15,False,False,True,2.1132592767704974,0.3481009021981534,2836.5646981173477,1872.429354391088,25935.504000050383,3362847516.316744,-0.0866766185635724,0,(110),True
canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693,Peak,1150.0,45.0,11693,1.192426482725146e-05,20.25194341170263,1698380.8817646578,3.035705544686983e-05,51.55784259763339,1698380.8817646578,-31.30589918593076,-31.305899185930762,0.0,3.552713678800501e-15,False,False,True,1.0058725037255032,4.21586005751258,17.613867905993974,10.328181507372287,149508.49917145356,194249520.1068341,-5.296751259488522e-06,0,(110),True
canonical_theta0_shared__peak__T1200K__theta0__rate1x__seed12702,Peak,1200.0,0.0,12702,2.890331547913364e-05,49.08883842937306,1698380.8817646576,2.890331547913364e-05,49.08883842937306,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,6.5336143365947885,0.1562662241099012,13677.021217688802,9718.32550357996,35996.09363641737,7689649510.286985,-1.0982129047786198,0,(110),True
canonical_single_crack_theta__peak__T1200K__theta15__rate1x__seed12702,Peak,1200.0,15.0,12702,2.51033238081121e-05,42.54889743743791,1694950.746868361,2.890331547913364e-05,49.08883842937306,1698380.8817646576,-6.539940991935154,-6.447315962909714,-0.0926250290254407,9.159339953157541e-16,False,False,True,4.8200452931279925,0.1879816739279185,9363.923553266814,6801.398880338083,31945.036655089963,6376335772.47485,-0.6409366560224887,0,(110),True
canonical_single_crack_theta__peak__T1200K__theta30__rate1x__seed12702,Peak,1200.0,30.0,12702,1.6644418735135353e-05,28.166223153446385,1692232.3093199527,2.890331547913364e-05,49.08883842937306,1698380.8817646576,-20.922615275926677,-20.78258850417238,-0.14002677175429679,1.1102230246251565e-16,False,False,True,2.055482949240149,0.3569324338899834,2584.017252933136,1908.8275587199169,25866.439409852446,3279538798.6415815,-0.0934684324039209,0,(110),True
canonical_strain_rate__peak__T1200K__theta45__rate1x__seed12702,Peak,1200.0,45.0,12702,1.1612572743669682e-05,19.72257153594995,1698380.881764658,2.890331547913364e-05,49.08883842937306,1698380.8817646576,-29.366266893423113,-29.366266893423127,9.433340333123533e-15,4.777514382078471e-15,False,False,True,1.0055452251750094,4.307667980462049,16.532673240383673,10.557626572265017,152714.61061218503,189202770.55213237,-3.7710092525633426e-05,0,(110),True
canonical_theta0_shared__peak__T1250K__theta0__rate1x__seed13711,Peak,1250.0,0.0,13711,2.9543110577757137e-05,50.17545419312196,1698380.8817646578,2.9543110577757137e-05,50.17545419312196,1698380.8817646578,0.0,0.0,0.0,0.0,False,False,True,6.76037085406546,0.1546434144370777,11782.44452467781,11968.838577330976,36858.589340796105,7770363388.658796,-1.413373269486759,0,(110),True
canonical_single_crack_theta__peak__T1250K__theta15__rate1x__seed13711,Peak,1250.0,15.0,13711,2.570507577417511e-05,43.56883738174592,1694950.7468683613,2.9543110577757137e-05,50.17545419312196,1698380.8817646578,-6.6066168113760355,-6.511862445394604,-0.09475436598142858,-3.247402347028583e-15,False,False,True,4.99736394414609,0.1856182949830004,8058.687602960708,8435.891808086317,32703.822511002043,6457550787.137365,-0.8480614361312538,0,(110),True
canonical_single_crack_theta__peak__T1250K__theta30__rate1x__seed13711,Peak,1250.0,30.0,13711,1.701586432203703e-05,28.794795376755697,1692232.3093199518,2.9543110577757137e-05,50.17545419312196,1698380.8817646578,-21.38065881636626,-21.23752320130494,-0.14313561506131614,-5.745404152435185e-15,False,False,True,2.1036086163018406,0.353033567510873,2194.5500801310623,2358.3598586107155,26182.897247636676,3315803636.8910728,-0.1333698927767415,0,(110),True
canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711,Peak,1250.0,45.0,13711,1.1815507116047222e-05,20.06723139424888,1698380.8817646585,2.9543110577757137e-05,50.17545419312196,1698380.8817646578,-30.10822279887308,-30.108222798873093,1.4444330367424184e-14,-2.3347565222218014e-16,False,False,True,1.0060791910605869,4.26345060755227,13.573544232390551,12.619910747893316,151227.28715767377,191609310.9491394,-0.0001105963608804,1,(1-10),True
canonical_theta0_shared__peak__T1300K__theta0__rate1x__seed14720,Peak,1300.0,0.0,14720,2.867184305950161e-05,48.695710097214224,1698380.8817646576,2.867184305950161e-05,48.695710097214224,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,6.5436319170815045,0.1571491437217306,9477.42150947532,13487.070345328411,36254.97750489745,7646435750.507956,-1.6576185776795502,0,(110),True
canonical_single_crack_theta__peak__T1300K__theta15__rate1x__seed14720,Peak,1300.0,15.0,14720,2.5015252931481e-05,42.39962163931468,1694950.746868361,2.867184305950161e-05,48.695710097214224,1698380.8817646576,-6.296088457899543,-6.204011467179799,-0.09207699071974582,1.7486012637846216e-15,False,False,True,4.866940252629527,0.1881025712500454,6431.410641889603,9626.15891353013,32276.579623124813,6372236123.511551,-1.022522901748125,0,(110),True
canonical_single_crack_theta__peak__T1300K__theta30__rate1x__seed14720,Peak,1300.0,30.0,14720,1.6704853872232003e-05,28.268493445059505,1692232.309319952,2.867184305950161e-05,48.695710097214224,1698380.8817646576,-20.42721665215472,-20.287715697961612,-0.13950095419310554,-1.1657341758564144e-15,False,False,True,2.0775856442694236,0.3557714202240029,1768.400001040396,2720.7081630408293,26059.54041201483,3290254776.156802,-0.1729074614702097,0,(110),True
canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720,Peak,1300.0,45.0,14720,1.1673593059021114e-05,19.826207272942067,1698380.8817646578,2.867184305950161e-05,48.695710097214224,1698380.8817646576,-28.869502824272157,-28.86950282427216,4.696826929985863e-15,-1.1441132511853619e-15,False,False,True,1.005629688877794,4.2894497173945085,11.090906272589429,14.875246783886816,152081.51373697518,190188969.90509552,-0.0002581747487877,0,(110),True
canonical_theta0_shared__ceramiclike__T0300K__theta0__rate1x__seed3003621,ceramic-like,300.0,0.0,3003621,9.064488592094594e-06,15.394954127787305,1698380.8817646585,9.064488592094594e-06,15.394954127787305,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,1.0,10.0,1.0799149365886682e-25,1.2565787376319918e-71,718464.2991299158,1.6978641212829353e-05,-1.382168445036043e-75,0,(110),True
canonical_single_crack_theta__ceramiclike__T0300K__theta15__rate1x__seed3003621,ceramic-like,300.0,15.0,3003621,9.078555935416446e-06,15.387705163220296,1694950.746868361,9.064488592094594e-06,15.394954127787305,1698380.8817646585,-0.007248964567008187,0.023867580512440652,-0.03111654507944726,-1.5785983631388945e-15,False,False,True,1.0,10.0,2.5979454014173543e-27,2.942693194323477e-73,718464.2991299158,2.192614629291475e-06,-2.7690380935871758e-77,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T0300K__theta30__rate1x__seed3003621,ceramic-like,300.0,30.0,3003621,9.090717925413816e-06,15.38360658829931,1692232.3093199525,9.064488592094594e-06,15.394954127787305,1698380.8817646585,-0.011347539487994496,0.04446676177275533,-0.055814301260749405,-4.2327252813834093e-16,False,False,True,1.0,10.0,3.5060913756699214e-32,4.1980826895024423e-78,718464.2991299158,7.120552393072038e-09,-2.071799206050991e-82,1,(1-10),True
canonical_strain_rate__ceramiclike__T0300K__theta45__rate1x__seed3003621,ceramic-like,300.0,45.0,3003621,9.064488592094594e-06,15.394954127787305,1698380.8817646585,9.064488592094594e-06,15.394954127787305,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,1.0,10.0,2.2773228852222463e-41,3.435683295340478e-87,718464.2991299158,2.180466019308485e-13,6.740450259356911e-93,0,(110),True
canonical_theta0_shared__ceramiclike__T0600K__theta0__rate1x__seed3004630,ceramic-like,600.0,0.0,3004630,9.481217798894616e-06,16.10271904548941,1698380.881764658,9.481217798894616e-06,16.10271904548941,1698380.881764658,0.0,0.0,0.0,0.0,False,False,True,1.0000121300929643,9.754134705991746,0.282214245145552,1.261989652013855e-20,700808.2562820988,27152194.942163095,-1.3812342713599007e-24,0,(110),True
canonical_single_crack_theta__ceramiclike__T0600K__theta15__rate1x__seed3004630,ceramic-like,600.0,15.0,3004630,9.497088983828958e-06,16.097098066216173,1694950.7468683608,9.481217798894616e-06,16.10271904548941,1698380.881764658,-0.005620979273235349,0.026928096910792447,-0.03254907618402737,-4.2327252813834093e-16,False,False,True,1.0000023869801715,9.95014882066839,0.055540309697686,2.4554944354534716e-21,714884.3762787456,11540729.455099525,-2.2559914758226997e-25,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T0600K__theta30__rate1x__seed3004630,ceramic-like,600.0,30.0,3004630,9.519373234848106e-06,16.10899095248556,1692232.3093199527,9.481217798894616e-06,16.10271904548941,1698380.881764658,0.006271906996150989,0.0646851622277434,-0.05841325523159247,6.245004513516506e-17,False,False,True,1.000000027239017,9.999426890360382,0.0006332445424941,2.8096339829174633e-23,718423.1428175004,1103406.5734025384,-1.3466668060345103e-27,1,(1-10),True
canonical_strain_rate__ceramiclike__T0600K__theta45__rate1x__seed3004630,ceramic-like,600.0,45.0,3004630,9.480902525796373e-06,16.102183591686817,1698380.881764658,9.481217798894616e-06,16.10271904548941,1698380.881764658,-0.0005354538025912348,-0.0005354538025916246,0.0,3.898791012257874e-16,False,False,True,1.0000000000074958,9.9999998422756,1.7417116193915065e-07,7.947650894089163e-27,718464.2878033663,19973.44746921004,1.1416690553308348e-32,0,(110),True
canonical_theta0_shared__ceramiclike__T0800K__theta0__rate1x__seed3005639,ceramic-like,800.0,0.0,3005639,9.78243275620796e-06,16.614296770291954,1698380.8817646585,9.78243275620796e-06,16.614296770291954,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,1.1462888796886088,0.4027032211990253,2842.3071209300224,6.385589041802448e-11,33165.33401122992,2981859343.5091686,-7.030078529635022e-15,0,(110),True
canonical_single_crack_theta__ceramiclike__T0800K__theta15__rate1x__seed3005639,ceramic-like,800.0,15.0,3005639,9.444509898497936e-06,16.0079791062647,1694950.7468683603,9.78243275620796e-06,16.614296770291954,1698380.8817646585,-0.6063176640272552,-0.5733421605527392,-0.03297550347451525,-6.938893903907228e-16,False,False,True,1.102510845495798,0.4809008199634754,1998.7625325718675,5.493755453737321e-11,38092.86000271,2490365289.6643972,-4.970810411392529e-15,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T0800K__theta30__rate1x__seed3005639,ceramic-like,800.0,30.0,3005639,8.892218622911921e-06,15.047699655228126,1692232.3093199523,9.78243275620796e-06,16.614296770291954,1698380.8817646585,-1.5665971150638285,-1.5091858916217515,-0.05741122344207579,-1.1518563880486e-15,False,False,True,1.0355278748634655,0.8151003193313262,705.2136509344505,2.9748038478938976e-11,60642.63307674026,1442704208.5132127,-1.2869030529993485e-15,1,(1-10),True
canonical_strain_rate__ceramiclike__T0800K__theta45__rate1x__seed3005639,ceramic-like,800.0,45.0,3005639,8.594588114247871e-06,14.596884139880348,1698380.881764658,9.78243275620796e-06,16.614296770291954,1698380.8817646585,-2.017412630411606,-2.0174126304116,-4.278733597708827e-15,-1.494426130341987e-15,False,False,True,1.0005741291488068,5.410429916142979,13.719232723971972,4.352668953302103e-13,388943.2492943968,140378882.15686616,8.589384598144253e-19,0,(110),True
canonical_theta0_shared__ceramiclike__T0900K__theta0__rate1x__seed3006648,ceramic-like,900.0,0.0,3006648,1.0267546638886602e-05,17.438204914111978,1698380.881764658,1.0267546638886602e-05,17.438204914111978,1698380.881764658,0.0,0.0,0.0,0.0,False,False,True,1.5196126663447995,0.2137982023432834,12395.410653406732,5.085015313187408e-08,23342.219399581685,5619806799.415261,-5.6034461188953304e-12,0,(110),True
canonical_single_crack_theta__ceramiclike__T0900K__theta15__rate1x__seed3006648,ceramic-like,900.0,15.0,3006648,9.728612761534466e-06,16.489519466155908,1694950.7468683606,1.0267546638886602e-05,17.438204914111978,1698380.881764658,-0.9486854479560698,-0.9143906858804144,-0.03429476207565554,1.3183898417423734e-16,False,False,True,1.3565318180544634,0.2580770409185284,8517.962033115195,3.366536560690198e-08,25152.696352724008,4644021856.239532,-3.051037093936678e-12,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T0900K__theta30__rate1x__seed3006648,ceramic-like,900.0,30.0,3006648,8.774559917670396e-06,14.848593792745666,1692232.3093199525,1.0267546638886602e-05,17.438204914111978,1698380.881764658,-2.589611121366312,-2.531070235534914,-0.05854088583139639,-1.880440247958859e-15,False,False,True,1.0955758671992144,0.4980006001438889,2319.819833065356,8.592237401286623e-09,39199.22818828731,2349127235.4414353,-3.7879390189717314e-13,1,(1-10),True
canonical_strain_rate__ceramiclike__T0900K__theta45__rate1x__seed3006648,ceramic-like,900.0,45.0,3006648,8.360096591866514e-06,14.19862822133196,1698380.8817646578,1.0267546638886602e-05,17.438204914111978,1698380.881764658,-3.239576692780018,-3.2395766927800147,-2.1685430815854477e-15,-9.400813873649906e-16,False,False,True,1.0005330842221671,5.5526308436273935,12.997325087961654,4.62891601416251e-11,399149.3696012647,135267946.1066967,8.385842412661951e-17,0,(110),True
canonical_theta0_shared__ceramiclike__T0950K__theta0__rate1x__seed3007657,ceramic-like,950.0,0.0,3007657,9.948711773461162e-06,16.896701874233397,1698380.8817646576,9.948711773461162e-06,16.896701874233397,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,1.500635018098813,0.2178108647422142,11967.137251739172,3.0770837388672017e-07,23483.336897684272,5516226799.850477,-3.393691928413634e-11,0,(110),True
canonical_single_crack_theta__ceramiclike__T0950K__theta15__rate1x__seed3007657,ceramic-like,950.0,15.0,3007657,9.437431730891949e-06,15.995981960794476,1694950.7468683608,9.948711773461162e-06,16.896701874233397,1698380.8817646576,-0.9007199134389214,-0.867471369769473,-0.03324854366944932,9.159339953157541e-16,False,False,True,1.338460936202976,0.2648722860996276,8158.194989796522,2.0488623272694034e-07,25471.083125190315,4524540918.184841,-1.8591747288798118e-11,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T0950K__theta30__rate1x__seed3007657,ceramic-like,950.0,30.0,3007657,8.552136467528318e-06,14.47220164406482,1692232.3093199516,9.948711773461162e-06,16.896701874233397,1698380.8817646576,-2.4245002301685776,-2.3676233273194613,-0.056876902849117617,1.3322676295501878e-15,False,False,True,1.0922334599622856,0.5069209318671504,2207.7959223660646,5.188354119581798e-08,39779.64416851311,2307685741.8695617,-2.294034750695746e-12,1,(1-10),True
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,ceramic-like,950.0,45.0,3007657,8.167178027096694e-06,13.870979019189424,1698380.881764658,9.948711773461162e-06,16.896701874233397,1698380.8817646576,-3.0257228550439734,-3.0257228550439783,4.2179342826264575e-15,6.670470257242313e-16,False,False,True,1.0005169103259062,5.6118274527952705,12.399350279191289,2.8067627289418175e-10,403398.18072531815,133200110.55942573,4.714691202290763e-16,1,(1-10),True
canonical_theta0_shared__ceramiclike__T1000K__theta0__rate1x__seed3008666,ceramic-like,1000.0,0.0,3008666,9.760731608447984e-06,16.577439955824065,1698380.881764659,9.760731608447984e-06,16.577439955824065,1698380.881764659,0.0,0.0,0.0,0.0,False,False,True,1.473765856158436,0.2238991421517385,11694.917353503815,1.264002401365217e-06,23707.519310918982,5366157076.161209,-1.3938001469905378e-10,0,(110),True
canonical_single_crack_theta__ceramiclike__T1000K__theta15__rate1x__seed3008666,ceramic-like,1000.0,15.0,3008666,9.274026849829771e-06,15.71901873559621,1694950.7468683617,9.760731608447984e-06,16.577439955824065,1698380.881764659,-0.8584212202278554,-0.8257753256126902,-0.0326458946151638,-1.4085954624931674e-15,False,False,True,1.3298217978154891,0.2683163441184719,7941.571612675858,8.070388474084612e-07,25635.734672912116,4466423725.224436,-7.324844845485787e-11,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T1000K__theta30__rate1x__seed3008666,ceramic-like,1000.0,30.0,3008666,8.41781117676958e-06,14.244892047084091,1692232.3093199523,9.760731608447984e-06,16.577439955824065,1698380.881764659,-2.332547908739974,-2.2766618651129176,-0.055886043627055154,-1.1379786002407855e-15,False,False,True,1.0900043993973194,0.5131434464310339,2160.348827835451,1.8810489285730664e-07,40185.76407354604,2279629589.7937746,-8.334545199182463e-12,0,(110),True
canonical_strain_rate__ceramiclike__T1000K__theta45__rate1x__seed3008666,ceramic-like,1000.0,45.0,3008666,8.03507957272044e-06,13.646625529766135,1698380.8817646585,9.760731608447984e-06,16.577439955824065,1698380.881764659,-2.93081442605793,-2.9308144260579256,-4.1434101716541735e-15,-2.974819268464527e-16,False,False,True,1.0004856794277956,5.731701637285745,12.0379083092329,1.0155414167412247e-09,412002.3038708416,129113553.92829733,1.5606153948885988e-15,1,(1-10),True
canonical_theta0_shared__ceramiclike__T1050K__theta0__rate1x__seed3009675,ceramic-like,1050.0,0.0,3009675,9.238140834684332e-06,15.68988177667727,1698380.881764658,9.238140834684332e-06,15.68988177667727,1698380.881764658,0.0,0.0,0.0,0.0,False,False,True,1.443476099539105,0.2314151376586764,10654.774278391356,5.893449471442408e-06,23999.74096746013,5191783949.5847645,-6.515941754978643e-10,0,(110),True
canonical_single_crack_theta__ceramiclike__T1050K__theta15__rate1x__seed3009675,ceramic-like,1050.0,15.0,3009675,8.802830891356953e-06,14.920364793861348,1694950.746868361,9.238140834684332e-06,15.68988177667727,1698380.881764658,-0.7695169828159223,-0.7385754994756198,-0.030941483340300932,-1.5126788710517758e-15,False,False,True,1.303073851439497,0.279897342122937,7282.474170445656,3.925671870638402e-06,26204.326204826975,4281485509.278002,-3.5746788068741715e-10,1,(1-10),True
