visible_curve_label,internal_parameterization_id,campaign,branch,commit,source_table,physical_source_bundle_hash,Kmax_MPa_sqrt_m,R,DeltaK_applied_MPa_sqrt_m,tensile_only_range_MPa_sqrt_m,temperature_K,frequency_Hz,seed,da_dN_m_per_cycle,developed_window_definition,stationarity_result,censor_exclusion_state,parameterization_category,notes
"D1 (COMPETING_REVERSIBLE, R=-0.95, 1000 Hz)",D1/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.95,40.949999999999996,21.0,300.0,1000.0,1720,3.6415571362613984e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.026574271048372105
D1 zero-cohesion baseline,D1/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.95,40.949999999999996,21.0,300.0,1000.0,1720,3.871340754506353e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D1 at identical Kmax/R/frequency/seed
"D1 (COMPETING_REVERSIBLE, R=-0.95, 1000 Hz)",D1/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.95,47.385,24.3,300.0,1000.0,1720,4.112385166399122e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.019056953815837732
D1 zero-cohesion baseline,D1/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.95,47.385,24.3,300.0,1000.0,1720,4.296855389558059e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D1 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz)",D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,1000.0,1720,1.6956627413138252e-09,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-1.190247585901405
D2 zero-cohesion baseline,D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,1000.0,1720,2.6277682650053202e-08,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz)",D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1720,1.9566984946506943e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.12593677594792968
D2 zero-cohesion baseline,D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1720,2.6149337286633524e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz)",D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1720,4.1965896849304936e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.027322813315269555
D2 zero-cohesion baseline,D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1720,4.469092278490586e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz)",D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,1000.0,1720,4.755309851750381e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.019688210372243064
D2 zero-cohesion baseline,D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,1000.0,1720,4.97584714710534e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz)",D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,1000.0,1720,1.6958392572166373e-09,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-1.1902023788617737
D5 zero-cohesion baseline,D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,1000.0,1720,2.6277682650053202e-08,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz)",D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1720,1.9563935000218852e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.1260044756006598
D5 zero-cohesion baseline,D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1720,2.6149337286633524e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz)",D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1720,4.196805877885649e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.027300440627894502
D5 zero-cohesion baseline,D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1720,4.469092278490586e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz)",D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,1000.0,1720,4.755387312065797e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.01968113610902707
D5 zero-cohesion baseline,D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,1000.0,1720,4.97584714710534e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D1 (COMPETING_REVERSIBLE, R=-0.95, 1000 Hz (2nd seed))",D1_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.95,29.25,15.0,300.0,1000.0,1001723,1.5765581862026303e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.125407515484874
D1 zero-cohesion baseline,D1_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.95,29.25,15.0,300.0,1000.0,1001723,2.1043477960013614e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D1 at identical Kmax/R/frequency/seed
"D1 (COMPETING_REVERSIBLE, R=-0.95, 1000 Hz (2nd seed))",D1_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.95,35.1,18.0,300.0,1000.0,1001723,2.7521918014217394e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.043055664897546454
D1 zero-cohesion baseline,D1_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.95,35.1,18.0,300.0,1000.0,1001723,3.039025622384829e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D1 at identical Kmax/R/frequency/seed
"D1 (COMPETING_REVERSIBLE, R=-0.95, 1000 Hz (2nd seed))",D1_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.95,40.949999999999996,21.0,300.0,1000.0,1001723,3.3563427215317197e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.026654731539741655
D1 zero-cohesion baseline,D1_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.95,40.949999999999996,21.0,300.0,1000.0,1001723,3.5687903217480853e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D1 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz (2nd seed))",D2_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1001723,1.80367213545545e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.12596272379678228
D2 zero-cohesion baseline,D2_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1001723,2.410573177265135e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz (2nd seed))",D2_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1001723,3.161880430906316e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.04360810890093955
D2 zero-cohesion baseline,D2_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1001723,3.4958561334019476e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz (2nd seed))",D2_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1001723,3.869799045442417e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.027190541943890607
D2 zero-cohesion baseline,D2_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1001723,4.119826768519628e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz)",D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,316.22776601683796,1720,3.319243977499537e-08,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.39854788750969994
D3 zero-cohesion baseline,D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,316.22776601683796,1720,8.309732880447913e-08,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz)",D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1720,7.220784569972894e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.05887629870256568
D3 zero-cohesion baseline,D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1720,8.269146512972921e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz)",D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1720,1.136780020909218e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.02321748644929242
D3 zero-cohesion baseline,D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1720,1.1992063476028727e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz)",D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1720,1.36740283757006e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.014322845338385582
D3 zero-cohesion baseline,D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1720,1.4132510673501771e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz)",D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,316.22776601683796,1720,1.536550120910656e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.010320299682240162
D3 zero-cohesion baseline,D3/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,316.22776601683796,1720,1.5735010273703769e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz)",D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,316.22776601683796,1720,5.36984172872602e-09,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-1.1896255779982863
D6_conditional_persistent zero-cohesion baseline,D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,12.0,-0.5,18.0,12.0,300.0,316.22776601683796,1720,8.309732880447913e-08,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz)",D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1720,6.202102635362845e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.1249217379660838
