case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,physical_avalanche_index,first_event_transaction_index,last_event_transaction_index,event_transaction_count,start_extension_um,end_extension_um,avalanche_extension_um,onset_opening_m,onset_native_J_J_per_m2,onset_native_KJ_MPa_sqrt_m,target_right_censored,grouping_rule
canonical_single_crack_theta__dbtt__T1050K__theta30__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,30.0,rate1x,1.0,1009675,3,3,4,2,8.502665912964385,13.024748223083252,4.522082310118867,2.0810382071717487e-05,3096.3499613352164,37.114679579165816,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1050K__theta30__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,30.0,rate1x,1.0,1009675,4,5,17,13,13.024748223083252,63.60553699694452,50.58078877386127,2.2041465233095996e-05,3540.5923862947398,39.687949450386526,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1050K__theta30__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,30.0,rate1x,1.0,1009675,5,18,228,211,63.60553699694452,1008.6868367059428,945.0812997089982,2.2608064891874674e-05,3235.597695287914,37.94005481553012,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta15__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,15.0,rate1x,1.0,1010684,0,0,9,10,0.0,42.792401829732945,42.792401829732945,2.8813760505750687e-05,5361.331471183682,48.83790488930821,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta15__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,15.0,rate1x,1.0,1010684,1,10,137,128,42.792401829732945,676.1259476399096,633.3335458101766,3.5885938656870336e-05,5534.724152843299,49.62136259000109,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta15__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,15.0,rate1x,1.0,1010684,2,138,207,70,676.1259476399096,1004.5571097644186,328.43116212450906,3.6994412448189505e-05,9293.15092730279,64.2986997276694,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,30.0,rate1x,1.0,1010684,0,0,0,1,0.0,3.0691507490664085,3.0691507490664085,1.922031928271182e-05,2377.9338559751295,32.52524528565024,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,30.0,rate1x,1.0,1010684,1,1,1,1,3.0691507490664085,6.714884529687671,3.645733780621263,2.0217836699814938e-05,2742.467533060836,34.92942550668636,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,30.0,rate1x,1.0,1010684,2,2,10,9,6.714884529687671,58.40087089434027,51.6859863646526,2.1060284292961055e-05,3114.0458267007834,37.22058502781265,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,30.0,rate1x,1.0,1010684,3,11,13,3,58.40087089434027,65.01607683283598,6.615205938495712,2.1843165231139783e-05,3330.15084283953,38.49041983704511,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1100K__theta30__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,30.0,rate1x,1.0,1010684,4,14,206,193,65.01607683283598,1002.0178218876114,937.0017450547754,2.3720367137401623e-05,3428.243269349734,39.05318972983419,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta15__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,15.0,rate1x,1.0,1011693,0,0,8,9,0.0,41.75833757211016,41.758337572110165,2.8326401889043918e-05,5181.5011607379165,48.01185603792833,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta15__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,15.0,rate1x,1.0,1011693,1,9,46,38,41.75833757211016,186.93782746141522,145.17948988930507,3.385642368975098e-05,5198.8796999691085,48.09230352342651,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta15__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,15.0,rate1x,1.0,1011693,2,47,205,159,186.93782746141522,1000.1516711978492,813.2138437364339,3.9070932092878565e-05,6267.970385344881,52.806108443686355,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,30.0,rate1x,1.0,1011693,0,0,0,1,0.0,3.099277307781127,3.099277307781127,1.8939742163592344e-05,2309.014709276669,32.050443619420356,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,30.0,rate1x,1.0,1011693,1,1,11,11,3.099277307781127,49.108793343799256,46.00951603601813,1.9524731768238762e-05,2558.033905283144,33.734466287092935,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,30.0,rate1x,1.0,1011693,2,12,12,1,49.108793343799256,51.3846253674202,2.2758320236209406,2.1305540936924075e-05,2847.7103080607426,35.59332818354497,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,30.0,rate1x,1.0,1011693,3,13,14,2,51.3846253674202,55.72426379034747,4.339638422927276,2.36813577751392e-05,3383.417533578223,38.79703111358083,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,30.0,rate1x,1.0,1011693,4,15,18,4,55.72426379034747,67.64350166384192,11.91923787349444,2.4147109102998054e-05,3175.385466584587,37.58537794263614,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1150K__theta30__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,30.0,rate1x,1.0,1011693,5,19,203,185,67.64350166384192,1007.6858579637026,940.0423562998607,2.4725532367395113e-05,3278.705395628256,38.19195526905968,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,15.0,rate1x,1.0,1012702,0,0,3,4,0.0,18.486612069122124,18.486612069122124,2.8045904859222713e-05,5079.391496518595,47.53642738773855,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,15.0,rate1x,1.0,1012702,1,4,34,31,18.486612069122124,159.93171358578863,141.4451015166665,2.867629755719322e-05,4873.25369979107,46.56184769437681,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,15.0,rate1x,1.0,1012702,2,35,62,28,159.93171358578863,292.2900924165506,132.35837883076195,2.9885931657721744e-05,5870.138226537293,51.10281915858631,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,15.0,rate1x,1.0,1012702,3,63,203,141,292.2900924165506,1004.3857229308812,712.0956305143305,3.8492610983837685e-05,7272.020321950316,56.87851343695798,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,30.0,rate1x,1.0,1012702,0,0,0,1,0.0,4.031874728778061,4.031874728778061,1.875427727165986e-05,2264.0146862892816,31.736593937047644,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,30.0,rate1x,1.0,1012702,1,1,1,1,4.031874728778061,9.18662271110187,5.154747982323809,1.9892005161385427e-05,2655.319277876324,34.369963392529726,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,30.0,rate1x,1.0,1012702,2,2,7,6,9.18662271110187,53.66692839123646,44.480305680134585,2.0421487388376914e-05,3038.923666732906,36.76889606795517,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,30.0,rate1x,1.0,1012702,3,8,141,134,53.66692839123646,673.046512564578,619.3795841733416,2.402112212755253e-05,3034.3684832896865,36.74132843277686,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,30.0,rate1x,1.0,1012702,4,142,208,67,673.046512564578,1000.3510972114433,327.30458464686524,2.7806894476249733e-05,5367.491946883679,48.86595560300332,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,15.0,rate1x,1.0,1013711,0,0,2,3,0.0,13.948327765309099,13.948327765309099,2.797703257560197e-05,5054.475220441411,47.41969225917703,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,15.0,rate1x,1.0,1013711,1,3,9,7,13.948327765309099,39.90735642233885,25.95902865702975,2.889347529953815e-05,4675.53617415514,45.60751462180188,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,15.0,rate1x,1.0,1013711,2,10,45,36,39.90735642233885,242.43709921547338,202.52974279313452,2.928615822620914e-05,5088.957830500265,47.58117048619414,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,15.0,rate1x,1.0,1013711,3,46,197,152,242.43709921547338,1001.5468928467063,759.109793631233,3.400061336325388e-05,7427.704146954244,57.484134098163715,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,30.0,rate1x,1.0,1013711,0,0,0,1,0.0,9.242457093941924,9.242457093941924,1.866754790244998e-05,2243.123181253167,31.589827696303754,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,30.0,rate1x,1.0,1013711,1,1,2,2,9.242457093941924,13.861110956374075,4.618653862432151,2.0727209061162265e-05,3161.133201983206,37.50093478020555,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,30.0,rate1x,1.0,1013711,2,3,105,103,13.861110956374075,567.7496770313687,553.8885660749946,2.221816709195808e-05,2764.5726273685545,35.06991369836968,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,30.0,rate1x,1.0,1013711,3,106,192,87,567.7496770313687,1001.0190309521372,433.2693539207686,2.5597127214128096e-05,3730.7273658466047,40.73966483410821,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,15.0,rate1x,1.0,1014720,0,0,20,21,0.0,101.92790192836166,101.92790192836166,2.6236578637073658e-05,4445.157728566467,44.46970855617848,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,15.0,rate1x,1.0,1014720,1,21,147,127,101.92790192836166,788.1964044892319,686.2685025608703,2.7740699591914122e-05,4868.539928829347,46.53932321693652,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,15.0,rate1x,1.0,1014720,2,148,196,49,788.1964044892319,1003.3011606148665,215.10475612563457,3.04341165411077e-05,8228.911868271167,60.5050885464007,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,30.0,rate1x,1.0,1014720,0,0,0,1,0.0,2.280340486986274,2.280340486986274,1.7755264769760758e-05,2029.2375055497275,30.04603270391943,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,30.0,rate1x,1.0,1014720,1,1,2,2,2.280340486986274,12.802362899835417,10.522022412849143,1.8656276366573316e-05,2269.9473287577157,31.77814814684215,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,30.0,rate1x,1.0,1014720,2,3,21,19,12.802362899835417,98.92517329190906,86.12281039207365,1.9749556050798068e-05,2685.7221095300747,34.566167691851284,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,30.0,rate1x,1.0,1014720,3,22,198,177,98.92517329190906,1004.6164246943046,905.6912514023954,2.014996862455552e-05,4010.7492538596066,42.240928026305006,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0300K__theta15__rate1x__seed3621,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,300.0,15.0,rate1x,1.0,3621,0,0,10,11,0.0,40.904031227793816,40.904031227793816,1.395971825216036e-05,1258.4213587165586,23.66103487757109,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0300K__theta15__rate1x__seed3621,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,300.0,15.0,rate1x,1.0,3621,1,11,219,209,40.904031227793816,1003.7451056673675,962.8410744395737,1.539727497013489e-05,1254.1119539525782,23.620487083674817,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0300K__theta30__rate1x__seed3621,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,300.0,30.0,rate1x,1.0,3621,0,0,222,223,0.0,1008.9089300213544,1008.9089300213544,1.3978607722801194e-05,1257.7849962494122,23.65505162783358,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0600K__theta15__rate1x__seed4630,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,600.0,15.0,rate1x,1.0,4630,0,0,209,210,0.0,1005.6305469396782,1005.6305469396782,1.3272226035720381e-05,1137.5233326151417,22.49576943184996,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0600K__theta30__rate1x__seed4630,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,600.0,30.0,rate1x,1.0,4630,0,0,206,207,0.0,1001.8320398096025,1001.8320398096025,1.3263679075431436e-05,1132.417533894435,22.445226271896054,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0800K__theta15__rate1x__seed5639,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,800.0,15.0,rate1x,1.0,5639,0,0,204,205,0.0,1001.2559773986825,1001.2559773986826,2.1470260033977274e-05,2976.78441614507,36.391033280047694,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0800K__theta30__rate1x__seed5639,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,800.0,30.0,rate1x,1.0,5639,0,0,207,208,0.0,1002.1193878419358,1002.1193878419357,1.7169808709884792e-05,1897.621044610484,29.055305043710167,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0900K__theta15__rate1x__seed6648,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,900.0,15.0,rate1x,1.0,6648,0,0,194,195,0.0,1005.946124239687,1005.946124239687,2.8446137371958984e-05,5225.398072130041,48.21480178412183,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0900K__theta30__rate1x__seed6648,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,900.0,30.0,rate1x,1.0,6648,0,0,197,198,0.0,1000.8722721933981,1000.8722721933981,1.8300000000000008e-05,2155.6624372168535,30.96785126055513,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0950K__theta15__rate1x__seed7657,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,950.0,15.0,rate1x,1.0,7657,0,0,231,232,0.0,1001.7195836391921,1001.7195836391921,2.8200000000000082e-05,5135.361151085772,47.79761106168791,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0950K__theta30__rate1x__seed7657,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,950.0,30.0,rate1x,1.0,7657,0,0,14,15,0.0,65.60407791638096,65.60407791638096,1.820000000000001e-05,2132.1676541661773,30.798628029623142,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T0950K__theta30__rate1x__seed7657,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,950.0,30.0,rate1x,1.0,7657,1,15,232,218,65.60407791638096,1000.9788085365418,935.3747306201608,2.6453020429776464e-05,2049.588239532684,30.196319058586173,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1000K__theta15__rate1x__seed8666,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1000.0,15.0,rate1x,1.0,8666,0,0,219,220,0.0,1000.9836655914506,1000.9836655914506,2.730585561791826e-05,4814.867649128199,46.2820803734702,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1000K__theta30__rate1x__seed8666,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1000.0,30.0,rate1x,1.0,8666,0,0,226,227,0.0,1000.8848281502848,1000.8848281502848,1.7753663389903453e-05,2028.8714807603,30.043322797185404,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1050K__theta15__rate1x__seed9675,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1050.0,15.0,rate1x,1.0,9675,0,0,240,241,0.0,1003.7242923552011,1003.7242923552011,2.7181544367877252e-05,4771.127597311503,46.07137892736903,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1050K__theta30__rate1x__seed9675,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1050.0,30.0,rate1x,1.0,9675,0,0,246,247,0.0,1011.3541651228741,1011.3541651228741,1.7730792244080937e-05,2023.647463000934,30.004619505273375,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1100K__theta15__rate1x__seed10684,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1100.0,15.0,rate1x,1.0,10684,0,0,203,204,0.0,1002.0473188476233,1002.0473188476233,2.6850793559567805e-05,4655.721847142656,45.510772597797626,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1100K__theta30__rate1x__seed10684,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1100.0,30.0,rate1x,1.0,10684,0,0,210,211,0.0,1006.5726594753233,1006.5726594753233,1.760758582686146e-05,1995.6216308833064,29.796125625339023,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1150K__theta15__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,15.0,rate1x,1.0,11693,0,0,221,222,0.0,1015.8218322703536,1015.8218322703536,2.631575386911838e-05,4472.026890225397,44.60390667486616,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1150K__theta30__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,30.0,rate1x,1.0,11693,0,0,1,2,0.0,9.500831930514346,9.500831930514346,1.7311603887108272e-05,1929.093098313928,29.295255423913503,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
