case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,tip_radius_um,front_width_um,mobile_count,retained_count,multiplicity,backstress_Pa,signed_shielding_MPa_sqrt_m,tensor_probe_reliable,maximum_emission_rate_system_index,maximum_emission_rate_system_name,observer_profile_fingerprint_sha256,process_zone_state_fingerprint,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_sha256,onset_role
canonical_theta0_shared__dbtt__T0600K__theta0__rate1x__seed1004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,600.0,0.0,rate1x,1.0,1004630,0,0,84,575.9254184959932,1.3712509964190322e-05,1219.1656181547664,23.289064764188225,0.0,2.6931927694278173,2.6931927694278173,1.0000000000028535,9.99999999062974,0.0,8.759055328509473e-09,13098.721481739132,5202.440332395002,-1.186618476376988e-12,True,0,(110),43cea1f1804aa1b161b3008ea942a806640ce21b8aa87cf4a99feb9f3a3b867f,9ad195096d8ba8ad0b0255a472241040832d77850c2d0911cadf4f1a8a86f439,0.10105023592518592,2.4059579982144364e-09,False,False,89a08f402484b43b09f20190fcfe9399a3bcf53e7030bf0484f27704863202d0,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T0600K__theta0__rate1x__seed1004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,600.0,0.0,rate1x,1.0,1004630,13,1,228,740.6196002021352,1.7633800004812764e-05,1223.0245416714642,23.325893114500133,53.253030772094576,57.615622653919644,4.362591881825069,1.0000000000000728,9.99999999975802,0.0,2.2578725410752643e-10,13098.721493659586,834.315395929106,-2.5289861775596242e-14,True,0,(110),4793cd3f680430239ef9566af944e53c2a65356b8fe17e0930d922117757d6da,216d11df24163cf6564c5c143989fd17b4d86fb395dfb5f16034e3fcfd9c5139,0.11897142218697354,2.832652909208201e-09,False,False,89a08f402484b43b09f20190fcfe9399a3bcf53e7030bf0484f27704863202d0,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T0800K__theta0__rate1x__seed1005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,800.0,0.0,rate1x,1.0,1005639,0,0,83,561.790613258236,1.3375966982338957e-05,1160.0565762347674,22.717486597919788,0.0,3.9469096491655686,3.9469096491655686,1.0000000040205292,9.999986634842575,0.0,1.2400818006472632e-05,13098.704039991839,196478.33766267702,-1.67864730105264e-09,True,0,(110),1ecc44d55235a63942b5fe6a55572c6ef2eef113273a13f53f069edf2ec28798,5aff008aa914c8dc7656b28f2f7b419917e616b8bda5b8d4ef29b841efefeb5a,0.07354896026311053,1.7511657205509335e-09,False,False,6430d82a50a08ced3b8bdfb212e80ce33cee27f3e3c5ae7dd9a4ba33379950d1,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T0900K__theta0__rate1x__seed1006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,900.0,0.0,rate1x,1.0,1006648,0,0,82,553.5965496820529,1.3180870230525078e-05,1126.4630816035442,22.386138004544712,0.0,4.84810325829298,4.84810325829298,1.0000132139951496,9.95636079038162,1.7836860460863225e-14,0.042794946059762626,13041.732039781493,11263845.13978983,-5.938203416072252e-06,True,0,(110),cad19885b306e5bc85ac698913f36f5c920217d0d832b5cfff15aba6bb06e1e1,3e7d7e42169a06a04bbc5c774ca480fd80aa40a5497a1d60f522a27f787c933a,0.011795245900202644,2.808391880966619e-10,False,False,1af1d6bea15911159d190f26dc117430fc36623e460ba8d0fe03e386576ae46c,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T0950K__theta0__rate1x__seed1007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,950.0,0.0,rate1x,1.0,1007657,0,0,77,537.7419117725512,1.2803378851727412e-05,1062.864709036958,21.745013863763774,0.0,2.2973400956249024,2.2973400956249024,1.0327087060767872,2.0967382975775455,0.0,102.4884418039511,2836.292224044609,560414644.7111351,-0.013900845642971988,True,0,(110),413354cbd6fbbfdfadc314dbcfa31b63e3455b7aeb0c7d20310643db54f4ebd4,3cc559aed7e01944973ade189b948589bb86c15b7e1c2d1fd838f813aecccb1b,8.456428835254314,2.0134354369652892e-07,False,False,6e44560f4fe7a379f01cf630b92ea037abda069e1adddcfd2b823ab41ddea92f,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T0950K__theta0__rate1x__seed1007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,950.0,0.0,rate1x,1.0,1007657,8,1,198,713.4969729748946,1.6988023166068934e-05,1120.2235514158888,22.32405299450018,47.882211424804815,60.85428082116618,12.972069396361363,1.0005788804992197,8.49759087136246,0.0,2.1444203052552053,11137.200997900025,74531380.81391165,-0.0002533806403358045,True,1,(1-10),fc3201f4456e2f37b4d0fd93607d117d71354245390dbfbd5b5e60cdbe65307e,11235d522fa207cc54d358bd9902a2a97a5268da4688761815ab283f7ca83de6,4.028504872621852e-05,9.591678241049027e-13,False,False,6e44560f4fe7a379f01cf630b92ea037abda069e1adddcfd2b823ab41ddea92f,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1000K__theta0__rate1x__seed1008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1000.0,0.0,rate1x,1.0,1008666,0,0,175,1389.50147086148,3.308336835384481e-05,7096.5658193977,56.18816031654793,0.0,2.931106565679095,2.931106565679095,7.5693724763310986,0.15129582047467482,1.0060375643665325e-08,24800.363479997082,1500.0844729098358,7942331936.540933,-3.6577771094603664,True,0,(110),4d173e8837e32e00ebfd14b8e0b79fb9589d8b433893df520154acc2052043b5,bbd685836a09c6d1130741faf0cb85fc79ec4e06c1ad6669d0f085ca62c08b99,4.9566816329604535,1.180162293561984e-07,False,False,f0c46388d806c68669e1292adcfc9eadfe82ed3d1fe7a2f28ce0cbf70f11117a,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1000K__theta0__rate1x__seed1008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1000.0,0.0,rate1x,1.0,1008666,11,1,273,1479.5959902865143,3.522847595920279e-05,4945.523528351826,46.90583067841581,50.12934688319599,52.42668697882089,2.2973400956249024,4.861053159604429,0.19733363703259826,0.0,14603.954741111433,1256.4939421286756,6088319293.14522,-1.8607889648049618,True,0,(110),4bda0cde399255876d9bd320629727853a13a109ec2fc4f3ed19b78baae76dcb,3312b8fc4bc47ac19775f3119193cbf892ff653ec0a5dc97acd838f2fd42af13,18.192030971292297,4.3314359455457586e-07,False,False,f0c46388d806c68669e1292adcfc9eadfe82ed3d1fe7a2f28ce0cbf70f11117a,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1050K__theta0__rate1x__seed1009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1050.0,0.0,rate1x,1.0,1009675,0,0,174,1367.380386425723,3.255667586727918e-05,6872.407541092716,55.293635866795796,0.0,2.2973400956249024,2.2973400956249024,7.652700793276444,0.1503455233064267,0.0,25090.359160481497,1507.0724917473342,7992545283.990768,-3.6976778963093087,True,0,(110),31ccf5b4dcbfbca61b4983ffff68092360809474add08cb31142cdbc9b3b37a6,5e5abca02a8bc50e8f301148df9aadd6ed808149dcae3aad36b09617c3a6ad67,1.5974055746169142,3.803346606230727e-08,False,False,7db33349328d28d48cc31cd6b90c4951f46b97f7584fb6756429ebe5c3e2ee75,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1100K__theta0__rate1x__seed1010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1100.0,0.0,rate1x,1.0,1010684,0,0,175,1374.807372367491,3.273350886589268e-05,6947.265848481617,55.59396565090605,0.0,3.092030824162562,3.092030824162562,7.663457292133099,0.15022415392493366,0.0,25229.328119902,1507.972481818493,7999004095.582294,-3.720417570445651,True,0,(110),0a8238e914e9871f2a4d1a8de2758ae9adad7bc76b80a0939923f5f2b86e9dc1,e2a3ae25de8b84b9613e83c079401ffc29a41444e4dfcb071ae66d6ed8e60924,8.991355959231896,2.1407990379122008e-07,False,False,253363ff573b24227433369eb8ee56670502f206ac43cf32d3432b0f7032f5d5,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1150K__theta0__rate1x__seed1011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1150.0,0.0,rate1x,1.0,1011693,0,0,172,1351.5201608105776,3.2179051447870945e-05,6713.906216290219,54.65228577238534,0.0,3.122381972016776,3.122381972016776,7.587122399680737,0.15109188568216564,0.0,24896.890628526897,1501.575383778211,7953054830.193607,-3.6736003357926896,True,0,(110),0baa83d7a20bf853253d904bea695f45acd051116172b3375a9f9aeb7a71e67a,c5100f2afe0e6176671c1e5b16b5f6235a1d69aeb8064e209914637a973de3a3,0.32223470878557237,7.672254971079532e-09,False,False,003dcebb27e93e7213f2d87ce82ffa1850b4eba3ffd662aa4d62f22aaefa62e8,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1150K__theta0__rate1x__seed1011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1150.0,0.0,rate1x,1.0,1011693,12,1,294,1613.4473095376522,3.841541213184869e-05,5855.060472934504,51.037146843919714,51.0451552744824,53.3424953701073,2.2973400956249024,5.4236844832864435,0.18436254475732858,0.0,16970.65940512747,1309.7729571016423,6516802117.095264,-2.1506606672614743,True,0,(110),8737292d69eed6286b568c81eebc255665f676f9be81e1995060d006912bb054,988d42448a5c601f550db1286f3981581a4011cfb9dd46b6c4977fc36f90a51d,0.0009348385308385332,2.2258060242738142e-11,False,False,003dcebb27e93e7213f2d87ce82ffa1850b4eba3ffd662aa4d62f22aaefa62e8,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1200K__theta0__rate1x__seed1012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1200.0,0.0,rate1x,1.0,1012702,0,0,169,1336.9145742474936,3.183129938684515e-05,6569.578840771043,54.06167032034489,0.0,4.061931771952212,4.061931771952212,7.38071663557931,0.15351565693441463,0.0,24854.509521124164,1484.157925638291,7827459676.404524,-3.6693554976111202,True,0,(110),e2b7a5963b77951f5ea899f4524de0a3c248812629b6a2eae68dcf8970682f4d,71f3293ebfb9f5b070ed74b732bd5267c4982241e71a447843066efafc015e6d,0.5891208386519793,1.4026686634581649e-08,False,False,74af0ce56003016334d28602ff1dc3629f812a08de6471fb142b9b45e4602ae3,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1200K__theta0__rate1x__seed1012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1200.0,0.0,rate1x,1.0,1012702,8,1,266,1377.0467657821748,3.278682775671853e-05,5776.555117586899,50.693836069284785,57.654087139645085,63.093451732777986,5.439364593132906,5.213249199834134,0.18890893777345286,0.0,16681.49914909452,1290.0005619544622,6359965441.691247,-1.9515810212741918,True,0,(110),662549e1ed5134e23324fdaa3dd762092f9093683a2b2378992a61a96f7fe017,bc885862344cdc3477cc3221763ea00461d55328cd028b5c091931a1be262447,0.005277304052242471,1.256500964743907e-10,False,False,74af0ce56003016334d28602ff1dc3629f812a08de6471fb142b9b45e4602ae3,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1250K__theta0__rate1x__seed1013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1250.0,0.0,rate1x,1.0,1013711,0,0,175,1333.7246353980972,3.175534846185952e-05,6538.265616237251,53.932676721396966,0.0,9.311358275301915,9.311358275301915,7.4072097985426675,0.1531980169687704,0.0,24519.835088789005,1486.403425645719,7843692912.020645,-3.602034896481478,True,0,(110),3f3bc107970bac26591441f37fde6551e4eeef98901ce49cdc149fac911f6fd7,46cf8aa2e43d8f87ab3d5ebb892d85b733ca84348294246b03c644178adb368f,1.2652765008169808e-05,3.012563140028686e-13,False,False,e83c73f9e9c2cdd8571cd9ee0055d13b3c8b117215d97923b595775985992b68,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1250K__theta0__rate1x__seed1013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1250.0,0.0,rate1x,1.0,1013711,147,1,1245,1450.4410151320299,3.4534309884096104e-05,5451.640753973901,49.24751374163282,803.3382121984697,805.0249420402649,1.6867298417951644,4.6322562139494625,0.20345128956121195,0.0,14358.023662713153,1234.4739440707747,5900675274.1727295,-0.005257184374702158,True,1,(1-10),d47955a9f01707a4db83eb8fc36f0a87b7bc40aa9f7a689eb496513256c180aa,d320b4b2132dfad02ce7779d39b07878b102195717d06e9da5159847daf9966d,1.3427606972982176e-06,3.197047932380209e-14,False,False,e83c73f9e9c2cdd8571cd9ee0055d13b3c8b117215d97923b595775985992b68,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1300K__theta0__rate1x__seed1014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1300.0,0.0,rate1x,1.0,1014720,0,0,162,1248.3241327468681,2.9722003160639798e-05,5727.761768339885,50.479281935779376,0.0,2.2973400956249024,2.2973400956249024,7.1161857326982,0.15679956680158183,0.0,23191.636351388217,1461.5747830188172,7663487309.153119,-3.4262277201211546,True,0,(110),3d135d07c30915c8b1cec9c52da08329288c03128752b06a50be2465c0f7f4bb,55f285224f1ce16ea01e442f235c662b0c740c656d7bbea9c09f412148de2907,2.641126324585457,6.288396010918859e-08,False,False,119ee6903e433012798056f471052e4d050308653a50ea97821fdf21cb8e32d4,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__dbtt__T1300K__theta0__rate1x__seed1014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1300.0,0.0,rate1x,1.0,1014720,168,1,1486,1771.6848926645268,4.2182973634869455e-05,7014.669895028399,55.863007670939545,888.9791147755419,890.5559545498061,1.5768397742641111,5.387452973675236,0.18512195117468722,6.402842701183251e-09,16691.869545887217,1306.382396333029,6489483391.957979,-0.002597281821581615,True,0,(110),bed21bffd930f5da4d3a45091451413244af503ea8dad78b7d1b78f24a7c570f,2cf8b73d3ccd138a8f55f012a0c3978865b0c8c7454f2151a977a21782cbeff8,1.6800004232209176e-07,4.000001285059396e-15,False,False,119ee6903e433012798056f471052e4d050308653a50ea97821fdf21cb8e32d4,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0300K__theta0__rate1x__seed2003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,300.0,0.0,rate1x,1.0,2003621,0,0,78,556.2742058875962,1.324462394970467e-05,1137.3864715406894,22.494416102340733,0.0,6.3567763003183035,6.3567763003183035,1.422172058739323,0.42830907761019454,261.3846652180501,2829.4589321433605,93980.13622754448,2803280740.488271,-0.3972309363851055,True,0,(110),17241f115b2820ff1eab29d8712382344c0c66bb2d8a1aa38a552dc039d968b0,4af85014bcbe7c3c56dbb81609c4335ed8a465c956d7a88b8aca48a8cb051eb3,0.010801979127222694,2.571899792152421e-10,False,False,887cce47b03fa112c52acbeb328d1ff783b87080c17f1c3e2105adb76c5de87c,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0600K__theta0__rate1x__seed2004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate1x,1.0,2004630,0,0,80,580.5027456328089,1.3821493943638316e-05,1238.6219437611912,23.47416107130131,0.0,3.4845393381691734,3.4845393381691734,1.8387566376891076,0.2989336312723705,89.34935605974665,6423.0883023191855,84805.82446048965,4018418184.4394693,-0.9522353541134467,True,0,(110),290ed864e945b2fbbcf7f9f089ab5b83811a1c60a09f7d9a43b33d27c94e9248,647073cab176a9d4235e2c1114466790b1694710cbcb322ca6696486da59fe03,0.040439466149564396,9.62844432132463e-10,False,False,61e40f92dbd02e28da2249d26bb29e4b152f9f99b71ca9895439bb6c3c6b3893,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0600K__theta0__rate1x__seed2004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate1x,1.0,2004630,7,1,152,616.8883196089903,1.468781713354738e-05,856.8472067099717,19.524161345599737,51.8883185351884,54.1856586308133,2.2973400956249024,1.3287512346642578,0.49104638911761334,45.41172910467019,2362.56775333701,100668.32726540181,2443641133.3697376,-0.3292420549408648,True,0,(110),b60bde0f9267f4ba28da3a69744dcb56690c17db99dad59fd64f37d3092989d8,afff702ba63356ac8ff2f10fcf06d257c9f39e925494c634e33340d332d01c08,31.82094387880761,7.576415209239884e-07,True,False,61e40f92dbd02e28da2249d26bb29e4b152f9f99b71ca9895439bb6c3c6b3893,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0600K__theta0__rate1x__seed2004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate1x,1.0,2004630,8,2,169,648.7092634877979,1.544545865447137e-05,963.7959369171484,20.70681201802166,54.1856586308133,62.17028048957011,7.984621858756814,1.3975291792447149,0.4436183518207924,15.419782147124458,2871.7665934492334,95652.65689725606,2705517125.2023005,-0.39851645791656937,True,0,(110),78c8789c599d3a81ec5fc60242568957516d8996a57f40fbc69e20c3771e839c,482f6ed4918e1628dd90d5723524eaf81655389b557409faa7d4973cc9845415,0.18352579991972107,4.369661902852703e-09,False,False,61e40f92dbd02e28da2249d26bb29e4b152f9f99b71ca9895439bb6c3c6b3893,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0800K__theta0__rate1x__seed2005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,800.0,0.0,rate1x,1.0,2005639,0,0,79,578.2800472994369,1.3768572554748502e-05,1229.154935089244,23.38428039617443,0.0,5.349832698763762,5.349832698763762,2.073050746734723,0.26651215720027854,15.630455838995125,7995.308063873281,85241.9953968427,4507679631.673564,-1.1786779920147914,True,0,(110),1866b8e4c713c4b9e5c65434c029840a7bcb0df25837b7bd6c2661feae9ab974,deae6a80029e0a72009e2136744b8185f1bd97efdcc0135d4389f1901c8670e6,0.0004809496108464373,1.14511812084392e-11,False,False,ff0d14f07d4319eb45c0eea6322eb28d188d690e1570aa709fd75fca53671988,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0800K__theta0__rate1x__seed2005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,800.0,0.0,rate1x,1.0,2005639,5,1,152,652.4178656616654,1.553375870623012e-05,936.0047599716313,20.40608653340731,48.108210276412755,51.78005343773348,3.6718431613207234,1.5440661803974773,0.3787382775247209,58.15919105018984,3969.7203706387313,90226.01156814495,3170784422.623854,-0.5091783748481512,True,1,(1-10),364bb9116aa2063f907c4237446759799901b69204ed662406262ef4bc7d04ba,8da4d1dd8fe599215190ed120f42a3d2905cfdbe1f42ab60c0fe6b48b1444eb8,1.8145014382459976,4.32024151963319e-08,False,False,ff0d14f07d4319eb45c0eea6322eb28d188d690e1570aa709fd75fca53671988,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0900K__theta0__rate1x__seed2006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,900.0,0.0,rate1x,1.0,2006648,0,0,78,577.254006767546,1.3744143018274916e-05,1224.7970328907827,23.34278973847732,0.0,4.57053902677934,4.57053902677934,2.1327820145880305,0.2576406762022859,23.868544117092398,8575.487913128129,84778.85552191583,4663004293.513855,-1.2660157187923344,True,0,(110),d3a8a3d687a6b5cd511d857eaaae5aa8c9dea4c07318f49898ca19a0711b1684,1ec21f7c9742c1ee2a49bae77d03564a3074a5ab6cd0049c0e5127e7078bb65e,0.009306143680987589,2.2157484954792386e-10,False,False,5997c8e4b26944f6b5b12c4da084d6144bd37f2f69258b6e28e532f21f6a22c5,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T0950K__theta0__rate1x__seed2007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,950.0,0.0,rate1x,1.0,2007657,0,0,73,559.0211717901004,1.3310027899764304e-05,1148.6473788669882,22.605496920713904,0.0,2.2973400956249024,2.2973400956249024,2.0919710004016685,0.26616375662818215,225.8057920230079,7917.230832564706,85907.52888865327,4513585111.745386,-1.1633919820781216,True,0,(110),53f0821e304f60deee7803e11d20c2dc649ddc4ad856aaa9a339cefa2c1f0801,2ab310552e3853fbf31cb7a603b826cc2591d329554b9939fd13690ca2fb37b1,0.05634986797485908,1.3416635232100626e-09,False,False,23ea65bed8359b18b5892b167f8b321e78bae9eb7ebc236940c5c85b1a68f627,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1000K__theta0__rate1x__seed2008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1000.0,0.0,rate1x,1.0,2008666,0,0,70,587.9999999999992,1.3999999999999988e-05,1270.8224127063613,23.777332344705204,0.0,10.59319342605711,10.59319342605711,2.2304526820673214,0.2526386933696515,12.540462714479,8852.845789756066,86939.97886258383,4755388071.398291,-1.2978702279421912,True,0,(110),dfb2ad6a819959599b34a97f6b7490b2580793e4175a296ae1319a0bcce8c238,a88d39b5ccd0765d3d10e05e666a9779421a632ea8803fc4487ca2e4b371b3cb,4.642953706479602e-05,1.1054651677155957e-12,False,False,ea6bc6b1a5647a55c966ef27217058d3fbcdc8504b509c899361aefa53ffa5ab,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1050K__theta0__rate1x__seed2009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1050.0,0.0,rate1x,1.0,2009675,0,0,69,579.5999999999992,1.3799999999999988e-05,1234.7725524275468,23.437656168352262,0.0,18.378720764999002,18.378720764999002,2.332611278524234,0.24280144940185805,16.6403197492581,9580.201694151106,87381.6609472846,4948177129.3694935,-1.391103990662001,True,0,(110),46c270a75d20f47a8b440b7bea0330be154612796f40b5c3b4d3503c563014df,d43ba14ed948c449cfb96822dd79c69332137768a2f7d08fefc302f31488e01d,3.83851806873281e-06,9.139329307998427e-14,False,False,d1f187a11711d06fb7298f4f3e99ce9066a7e0abf928dd2ad11e2cba37f0837c,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1100K__theta0__rate1x__seed2010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1100.0,0.0,rate1x,1.0,2010684,0,0,79,568.4314080749967,1.3534081144642786e-05,1187.6441838443607,22.986024668312858,0.0,7.033536182406239,7.033536182406239,2.720483120831569,0.21307283573192407,59.590154658978335,12546.340918193691,89433.6119461271,5638947308.46303,-1.8503131045573693,True,0,(110),ad83ab7b64238a63141141186a7fa97f44cc97649f36d3e8c6b9528baab0b933,bbd2381de3a5a0de2d9678e140e43011b42f22bfdd6d85fc8451c118330c4e67,0.037632812212564204,8.960193383950884e-10,False,False,65b667d80c207c10990e393b4c88c86a4654839960071f58dd7038f759fffc57,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1100K__theta0__rate1x__seed2010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1100.0,0.0,rate1x,1.0,2010684,22,1,260,629.8286339654164,1.4995919856319417e-05,861.9859142899892,19.582619248364242,113.25553755390584,114.16373909864777,0.9082015447419269,1.7462594575601542,0.32218432367390576,29.173445038260475,5508.350555496421,86804.01753573239,3727382634.148152,-0.7061381296860751,True,1,(1-10),a41cb482efc04b1ee9ceb7526af90f5e9545de13d132ee453f4169b7572b8d39,bccf750e38fd01929e5d051ee28569aff5ad0ec085554523f548b05aa2d94b08,1.6082606180134462e-06,3.8291920090478826e-14,False,False,65b667d80c207c10990e393b4c88c86a4654839960071f58dd7038f759fffc57,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1150K__theta0__rate1x__seed2011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1150.0,0.0,rate1x,1.0,2011693,0,0,80,558.2201225379243,1.3290955298522014e-05,1145.357829471897,22.573104379398465,0.0,10.893614290014463,10.893614290014463,2.6689836159300304,0.21691760864866522,75.65128069966232,11994.010195554662,89323.83593912794,5538953111.385305,-1.7564633263979987,True,0,(110),f777d3baebdca99042618f15d0e80a8998ad250cbb2b32a1d84af15bed1fd00f,82e2a094a3c1ebbdb2c6ea4b1d97876dc7264fa541ef322a5ec10e413069febb,0.00012519477252226352,2.98082791732972e-12,False,False,a175d981cf0ecb8f323bc1d023e485474bb040e545d0b64079dd56e2f4962847,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1200K__theta0__rate1x__seed2012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1200.0,0.0,rate1x,1.0,2012702,0,0,76,530.3577128075998,1.2627564590657142e-05,1033.8748992378446,21.446414284020445,0.0,2.680753653927807,2.680753653927807,2.540781163053708,0.22356715631658522,305.7583636383006,11458.872147535687,87639.90803695288,5374129539.682867,-1.6946714223883779,True,0,(110),0d592da6da9d12aabea2ef60c379017542684d552446372b7059f90efb09f092,4fc6fa7714c12bae37ce25c7f62b68eadc75cbe222b875d4988f78e9f054063e,0.6647453613372818,1.5827270508024898e-08,False,False,cf46c1cae9739d2d6347e8773fcbc9764cc2d9bd19382aa4c03653181ee47e74,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__weakt__T1250K__theta0__rate1x__seed2013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1250.0,0.0,rate1x,1.0,2013711,0,0,75,522.5419416879012,1.2441474802092887e-05,1003.6274309925949,21.130362944831294,0.0,6.942244147743813,6.942244147743813,2.5256334295188108,0.22628113569427935,121.68049255844582,10957.62097366866,88174.96916455672,5309640669.717903,-1.6044292107716809,True,0,(110),903253bc34de9cab8458974f5dcf7c2376d8cce5b1e4c9ee0e7439f17b3ad380,3790a1c01cfc068b469b989603b8a69418953e716eaae770197f935500b48620,0.7725049806020934,1.8392975728627204e-08,False,False,619a0751cc9ac8362b045ecc82421693f943d157c581ce59f9ca4fc63d071962,INITIAL_ONSET_PRE_EVENT
