case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,tip_radius_um,front_width_um,mobile_count,retained_count,multiplicity,backstress_Pa,signed_shielding_MPa_sqrt_m,tensor_probe_reliable,maximum_emission_rate_system_index,maximum_emission_rate_system_name,observer_profile_fingerprint_sha256,process_zone_state_fingerprint,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_sha256,onset_role
canonical_theta0_rate__weakt__T0600K__theta0__rate0p01x__seed2004630,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate0p01x,0.01,2004630,0,0,81,65802.69139540431,1.5667307475096254e-05,1591.539887818857,26.60905548443199,0.0,3.4845393381691734,3.4845393381691734,2.079015233577749,0.29849670302284625,10001.876316383867,6528.3857481258965,95746.70992385,4024304435.014309,-0.9753117384130513,True,0,(110),13f69a39f50c010fa52c41e0540f24e27731c9b74ecef12bd1fc48081ef2ce7a,934de30704b07fecd499fa0716994d405ce2a356cfe19111394c1b527a95ae8c,0.0004315861006034538,1.0275859481899408e-13,False,False,8c83d7660ddbd705ad0c636f47fea72ef90a481f68ce2887e779c948e85319bb,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T0800K__theta0__rate0p01x__seed2005639,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,800.0,0.0,rate0p01x,0.01,2005639,0,0,86,72240.0,1.72e-05,1918.163788648215,29.21215116635212,0.0,5.349832698763762,5.349832698763762,1.9905241799386095,0.277930967686264,16578.296453290215,7559.515620792283,85355.40876046834,4322342110.89307,-1.1305971275458966,True,0,(110),385b390a842a7bf122c867095dd3beeba4164c9db132eb82fdce5d569b1cda21,a25a93fdeb47cacdae838f4c780e722081709dbbb6b25606dc4a1f94aac6d289,8.400005754083395e-06,2.000000642529698e-15,False,False,646ade5994bad43204d3c6e5bd9035bcfadd46a8cb65777aa7683b55ecf80743,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T0900K__theta0__rate0p01x__seed2006648,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,900.0,0.0,rate0p01x,0.01,2006648,0,0,90,75081.2815063423,1.7876495596748173e-05,2072.018204623716,30.361098354467195,0.0,4.57053902677934,4.57053902677934,2.171339320705699,0.26285072324424813,20705.77367312838,8721.300503494607,88056.92646548193,4570510920.650254,-1.3241115692185714,True,0,(110),a674ca9da9f05823c93c83d39299bb44243dde45a35ae335dce4e648fd750337,286f31f43992084f857a1d65265d3269f5193c80f7602978ab1aea05dbf06fd1,8.400005754083395e-06,2.000000642529698e-15,False,False,912ebbe8be2313afb030965c065b22a706735824312ddfbd83c910c7412afa4d,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T0950K__theta0__rate0p01x__seed2007657,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,950.0,0.0,rate0p01x,0.01,2007657,0,0,88,70033.23131299506,1.6674578884046438e-05,1802.7626160645093,28.319785988141145,0.0,2.2973400956249024,2.2973400956249024,3.411995642663899,0.24289008264151057,20806.310906756255,9415.587989818441,127863.0029498578,4946372018.698445,-1.382101848907256,True,0,(110),a77f8d84da9ed82065683a6a096cd4ef5438074b2f38cc87315e123b3f871f74,ea6cffe9c36c1ae059e2cc1baa56ea26a171f24c833ad03775a51e8e9177650e,0.04356846110022161,1.0373443118762756e-11,False,False,3ec432119d6ebbe3ba2ec3a2e42ec316ee9ae7402397d2b2947898237e9899dd,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1000K__theta0__rate0p01x__seed2008666,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1000.0,0.0,rate0p01x,0.01,2008666,0,0,85,71400.0,1.7e-05,1873.8146799598908,28.872474989999187,0.0,10.59319342605711,10.59319342605711,2.0518568380460955,0.25437334341771506,15751.37579570352,9685.07324671137,80527.70157602079,4722935127.577255,-1.5012775426527154,True,0,(110),cf6708966a3336430db44767ff9f1b3e3a4052c3fa6bbbe6bc0528e5ff72a6e7,4a75bc7ca2bdc0a72ba3acb68968f1e2c0078767b958452b50974b8c646dae76,8.400005754083395e-06,2.000000642529698e-15,False,False,83c22e2517e3b29dbb42273a8c8cde4c20b197d941d2d1a7b63f6a7cca7b653b,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1050K__theta0__rate0p01x__seed2009675,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1050.0,0.0,rate0p01x,0.01,2009675,0,0,83,69113.9897837714,1.64557118532789e-05,1755.7478383092905,27.948066407436965,0.0,18.378720764999002,18.378720764999002,1.9304879599279758,0.24590951206387754,4006.2881175271623,10729.738548472897,73243.4975711114,4885595661.397156,-1.6768930262152297,True,0,(110),ed94dc6cb83164c9981f2e5399178ffd7d01325e87a8563612d4da3c5b86d3d1,fb23db8b04fb81286b9fcf16b088b14fa1276ae12d9e3f37b88c4ca04b0bb764,8.400005754083395e-06,2.000000642529698e-15,False,False,6d593867673e1d6f3954c065e98916a9ed57471015ca807036a9ee2d8e839a6c,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1100K__theta0__rate0p01x__seed2010684,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1100.0,0.0,rate0p01x,0.01,2010684,0,0,80,67200.0,1.5999999999999992e-05,1659.8496819021866,27.174094108234524,0.0,7.033536182406239,7.033536182406239,2.0475270316790084,0.26260682986762224,17228.54304834616,8460.611967190114,82958.77118236088,4574760567.645031,-1.263931509328709,True,0,(110),134e7c3aec0dddbb913fe42319c95190dcc90b6e85cac7157ef259946a77569d,1805536ce43a269046194a4203b0682474043150c2f89ff3906c6068f4f21da1,8.400005754083395e-06,2.000000642529698e-15,False,False,680c5e11b20c36112990b4bdf26c40269f68186e25be27e5848e89aa3af9591b,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1150K__theta0__rate0p01x__seed2011693,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1150.0,0.0,rate0p01x,0.01,2011693,0,0,78,65100.0,1.5499999999999987e-05,1557.7300237382817,26.32490366735219,0.0,10.893614290014463,10.893614290014463,1.9722473692762206,0.25938188574724663,13563.98081800481,9137.620385942135,78927.37846463501,4631678987.876766,-1.3948571971445514,True,0,(110),1daecda27c7de1f1de34c6d61a03eb949f8e2cfda3e742395b67d11d7bbedc94,3d84c80082c3373d5594a1fd05048523b9fdba9930ef77f7917f9aeff535a66f,8.39999847812578e-06,2.000000642529698e-15,False,False,1acc815c25c38aab40f1b58e551eefc7dacd8f262a33eb1f258b9fc9cb245c9c,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1200K__theta0__rate0p01x__seed2012702,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1200.0,0.0,rate0p01x,0.01,2012702,0,0,80,62912.48098593032,1.4979162139507206e-05,1454.8018268698456,25.440322602592026,0.0,2.680753653927807,2.680753653927807,3.3646564732756765,0.21645345999818905,17835.8043471777,12694.48955839726,112365.22137478563,5550836065.70079,-1.9094057890652019,True,0,(110),d10986be9b4dd5ffea974f0f4e202bb30fc249a0ae01d45bb2f3722dc6372245,d2931975553ced1c960adf6528e5e99de8fd9bba92be1d57efeb905ed6d4b4d9,0.006562103975738864,1.5624057088251334e-12,False,False,cdee4fb0dca431750aa207b96aefa5750578ac987e5004f2cb0a5fa796890ca9,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1250K__theta0__rate0p01x__seed2013711,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1250.0,0.0,rate0p01x,0.01,2013711,0,0,73,61320.0,1.4599999999999987e-05,1382.0842116963674,24.796360873764,0.0,6.942244147743813,6.942244147743813,1.999361572123416,0.26717172765733466,15796.633143301773,7911.135864926041,82415.42241172884,4496542975.167468,-1.161013140874528,True,0,(110),d727bf9e3dd1da6e692db64db6a90f2a3104cc80c21a95e69ffbc28276239e72,817163efb367698567e544fdfcbd7bdee0e480e357395d28c547d7283ae40427,8.39999847812578e-06,2.000000642529698e-15,False,False,709b31aead28a4b929356f828408b5384896774e2c327918155f50b1f6b745cb,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__weakt__T1300K__theta0__rate0p01x__seed2014720,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1300.0,0.0,rate0p01x,0.01,2014720,0,0,71,59640.0,1.4199999999999988e-05,1307.3909760107672,24.117008521058125,0.0,7.973538389552436,7.973538389552436,1.9753535920052854,0.26679130740593265,14677.109009496216,7860.527042551641,81309.85210873211,4502959633.832642,-1.147289992673025,True,0,(110),cf988fa7e8045d9d7971734162cf317e7018be30e59a348c1b17285bde6be667,24dc413251333b3e79178f0c0347c08d9e768493041b7dfe681937e73f7067b8,8.39999847812578e-06,2.000000642529698e-15,False,False,54018136938a5ee2a3a41194f441af4707beab65d71bd4f309b1c3e3e6771aae,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T0300K__theta0__rate0p01x__seed3003621,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,0.0,rate0p01x,0.01,3003621,0,0,57,35827.44875195694,8.530344940942124e-06,471.80439305602215,14.487774762553979,0.0,2.2973400956249024,2.2973400956249024,1.0,10.0,2.261618164259178e-24,7.78869461937669e-72,718464.2991299158,7.769688028340922e-05,-8.567142670687241e-76,True,0,(110),c7df2c1774061bd17982e71231ee23ef3c1729e812d8ccf12c967359246be5cd,3b3fa65a0bbf8271286218f232a19308d204a5ab7d2fdb7018146995f4585303,344.38437452819926,8.199627964957514e-08,False,False,0ec4ec9c53842c2aabe2c5c2c1f4e1fb2715a036c92d4fae13a9bf771e7cf0c7,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T0600K__theta0__rate0p01x__seed3004630,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,0.0,rate0p01x,0.01,3004630,0,0,61,37829.317038097404,9.006980247166037e-06,526.001781277467,15.297283054218713,0.0,11.123142735313838,11.123142735313838,1.0003265914025556,6.4896540970117185,7.662170207405367,2.5563685406039276e-19,466410.7542508732,140888956.06445068,-2.797955793900371e-23,True,0,(110),80baa2f0b72197e683058b23e28148efdd4db48fdd0e8490ad8005712695c1f2,60bd71bc3d0b3da7d96c565ace836baada6581bd8e23b7509d1b98621b821fdf,0.04955786954815267,1.179949275053715e-11,False,False,17cd594edc11c38426023afc7781f11b38a49c38d0b022b4b97c9ddd7987fc36,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T0600K__theta0__rate0p01x__seed3004630,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,0.0,rate0p01x,0.01,3004630,8,1,118,41113.82786953673,9.789006635603978e-06,497.0459478054327,14.870273766273684,54.01277774700675,56.310117842631655,2.2973400956249024,1.0002613157560034,6.901127812142481,5.624631598728595,8.785674167533008e-20,495950.9616185454,125850861.76448467,-7.907033548750974e-24,True,0,(110),49bbf02cbaf77856a1d9495c3c8cd7b863eebe557980cd3760705df4a62e17b6,5dd4a937185a300ebf18d9dd1c3b3a53415f1a4ed7e3b1fad344258ee6f7456d,312.8774878846234,7.449463997253064e-08,False,False,17cd594edc11c38426023afc7781f11b38a49c38d0b022b4b97c9ddd7987fc36,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T0800K__theta0__rate0p01x__seed3005639,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,0.0,rate0p01x,0.01,3005639,0,0,61,41300.6720258904,9.833493339497708e-06,626.9666644148792,16.701017088763013,0.0,2.2973400956249024,2.2973400956249024,1.2539396801109999,0.3057558753179196,5102.932325916036,2.2620752694787316e-10,27545.879880173557,3928681578.6092567,-2.490059051989e-14,True,0,(110),14a59fb3045e5bff5bae5a08ef2d189d8b060fc48251ba377f6094b686af47d9,0d4f0552a3b4d001390ece70ddf5c0e557639dcff2e7f022fcde593aaa3d0a33,0.15091959950950695,3.5933237977939475e-11,False,False,90020336631ab1a74f1494ffd04f9ce8d9db89e4f406fd5bff9abca8465726f2,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T0900K__theta0__rate0p01x__seed3006648,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,0.0,rate0p01x,0.01,3006648,0,0,65,40375.93473500073,9.613317794047784e-06,599.2049506890239,16.32707515173875,0.0,2.637615822464632,2.637615822464632,1.4729949375265257,0.22408143917945897,11322.484633414379,2.6218912546816168e-08,23714.410430968343,5361789354.623552,-2.8897944352550808e-12,True,0,(110),0b39aebbb72cc34e38f9f47b0ef332191115cdfba9c4f22837dca680c04e3691,21dd07d2bac776f9f2b392908080451059b4a11f2ff815a8598a48dffdf2e325,77.36024814888515,1.8419106702114254e-08,False,False,d8515a8b974fe705e4faa95b8f0f7ad7c05ad20f172220258de1a2a76301ad1c,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T0950K__theta0__rate0p01x__seed3007657,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,0.0,rate0p01x,0.01,3007657,0,0,64,39124.366547834055,9.315325368531915e-06,562.6325471165728,15.820970513331929,0.0,2.488867397119985,2.488867397119985,1.4443598372143849,0.23118502836141328,10850.310886495137,1.772374554300669e-07,23990.555376151973,5196954343.076092,-1.9552229023712e-11,True,0,(110),81ba27b003869530cd3c901e860cc7ede2953206c637c6ab1f942ece89d1f0b0,04f414143dae3af5a90941f9e7e5fa62be4ac6c48a414f6f2fa6e64ac670d052,126.02473081842618,3.000588829010106e-08,False,False,b099932880a29dc4624d7f6ecee2cf7e283c335757c56aa179c495b6ef6b518b,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1000K__theta0__rate0p01x__seed3008666,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,0.0,rate0p01x,0.01,3008666,0,0,62,38393.73174485957,9.141364701157033e-06,541.81480238781,15.52551904168341,0.0,5.886170321583529,5.886170321583529,1.4390426446977505,0.23257998948777792,10496.478392327735,1.0929440736250077e-06,24046.462908785976,5165767491.163919,-1.205555913103744e-10,True,0,(110),81d68d393f837f572d78f55e111bb0edcfb08acd9752eb2f55a277372273d937,e6756c7ede91cf38ab2be8c10d30e798c582b4ae0bc82800afa62762372ee150,2.372545369711588,5.648917546905341e-10,False,False,f7d15296528373863196aa9fc1c0b7a4f959cc4ebdca1c43b73a18dfcf1bb059,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1050K__theta0__rate0p01x__seed3009675,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,0.0,rate0p01x,0.01,3009675,0,0,61,36432.432604567366,8.674388715373175e-06,487.87274149819973,14.732415955184887,0.0,2.2973400956249024,2.2973400956249024,1.4007853898695704,0.24342128185317372,9690.461042366635,3.793941972988239e-06,24498.265736603717,4935571459.208436,-4.1962717084310744e-10,True,0,(110),ae91128925d413d4f85f3749ea5b752f51c1894f8aad3b85882e9d6d98947719,07d237335008abe1098de704ceb56397fcd11803e82f497f4357f591cea39c55,234.66427715472673,5.5872446941602444e-08,False,False,0cb668ac44f91081b19b13fb8007ed29b46658f064a6c5ed63f1020ae4de5c11,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1050K__theta0__rate0p01x__seed3009675,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,0.0,rate0p01x,0.01,3009675,114,1,262,46726.044787777995,1.1125248758994865e-05,420.0047684376548,13.669348181555407,525.6336141332242,527.3978484709256,1.7642343377013894,1.1625714305942845,0.38203567449203707,3948.6688528166123,2.057180278938293e-06,31910.14356955818,3143388454.9479084,-1.6981454553581677e-10,True,0,(110),b4e1961be354db2de572f80d9d78a528681dc8d1fa48ce197f2d81f89f683bda,e6810e66db6d1502905956127592c798a8d1821612e34775199a01e434dbb8c3,8.39999847812578e-06,2.000000642529698e-15,False,False,0cb668ac44f91081b19b13fb8007ed29b46658f064a6c5ed63f1020ae4de5c11,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1100K__theta0__rate0p01x__seed3010684,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,0.0,rate0p01x,0.01,3010684,0,0,58,34353.473223622146,8.179398386576695e-06,433.78199046430166,13.891733844098551,0.0,2.2973400956249024,2.2973400956249024,1.3687012652201345,0.25378501323230224,8805.185428043034,1.0445310747334503e-05,24956.279075777264,4733897179.680399,-1.1576211825593155e-09,True,0,(110),5041ca59dff3de862936c4cc7067c85433f9866c9eed4eb07eadd2d38e908c10,7e22b47444410c762b92616f17d049f94aae2868546d79cc5453ec17c5d90daa,531.2168450527824,1.26480201203044e-07,False,False,38a07768441268f79506daddfce9d8eb87a0dab8e8d70149f141f040e61a3817,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1100K__theta0__rate0p01x__seed3010684,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,0.0,rate0p01x,0.01,3010684,8,1,149,43085.12099635185,1.0258362141988532e-05,418.1431856399669,13.639021284448585,51.72831402296184,61.18806284076471,9.459748817802868,1.2240083190119486,0.32552241410332866,5368.248492070265,1.1329812818422501e-05,28626.645493336506,3689566198.283625,-9.806522031630038e-10,True,0,(110),de7a634b7cb2042c33065c8c48baff98f9099ac8a385894dbae93789f48f8165,1c131b8b41945654af8ab149013f346867472e72f388c976c44f155d78452939,6.230518649172154,1.4834568212315037e-09,False,False,38a07768441268f79506daddfce9d8eb87a0dab8e8d70149f141f040e61a3817,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1150K__theta0__rate0p01x__seed3011693,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1150.0,0.0,rate0p01x,0.01,3011693,0,0,58,33658.5580039183,8.013942381885302e-06,416.4100719927231,13.610726528957526,0.0,2.2973400956249024,2.2973400956249024,1.3553245775084921,0.2585147806626539,8543.295917597336,4.4993786265790886e-05,25172.936811560903,4647229804.877978,-4.996003193040926e-09,True,0,(110),2b877b7bed2be8c7db55745034dd324c5b4ac13fa98ff68d23048d3e00d3fe62,96c63639f7b8ff2d558e556944b4c4e4b2dcfe111b647a13b94823dac9d43c24,542.369504936396,1.291355964134259e-07,False,False,5085f221b01e550edc3c38896918e60b2b53d8e006d2f65008d9bf3b232022da,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1200K__theta0__rate0p01x__seed3012702,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,0.0,rate0p01x,0.01,3012702,0,0,57,32884.748442481534,7.829702010114645e-06,397.48364291313777,13.297816203893031,0.0,2.2973400956249024,2.2973400956249024,1.3423531151955794,0.26336332455858696,8232.558711562193,0.00016504379804281767,25399.622591243053,4561616109.332099,-1.8366917761808352e-08,True,0,(110),7a223f035f15733706ac78b96200e33850fd9dc5e905d122a3a3e8b272918e47,ef3448cc0281810d0b966c66eaa238f3b2be00328add9c75d878ba7c298a7931,27.800684474372247,6.619210589134373e-09,False,False,782fc82b433bacf497800c95470a382a25f9839d924e964ec55b75771d849618,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1250K__theta0__rate0p01x__seed3013711,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,0.0,rate0p01x,0.01,3013711,0,0,57,31978.268647413828,7.613873487479475e-06,375.8721142244383,12.931257167309942,0.0,4.2251527671630225,4.2251527671630225,1.3283544658094035,0.2689146484786677,7896.706073568188,0.0005133243691157821,25664.548763327854,4467382602.794212,-5.724867058507914e-08,True,0,(110),03202f07b8e1043464b7fe77da63cfb6b0c729bb18e36f75f376f81137e05423,86a6185999dd1dd46243d4dfed2b241b723a0905b793c91899eb37cc8234a708,0.24416773318807827,5.813517456636967e-11,False,False,6c38982a84263b00426b7b289c14f9da56c054f914bf11c6041e481d09f4cee1,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1300K__theta0__rate0p01x__seed3014720,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,0.0,rate0p01x,0.01,3014720,0,0,55,30446.21286767165,7.249098301826578e-06,340.7193294721042,12.311729965854907,0.0,2.2973400956249024,2.2973400956249024,1.2995410192934351,0.28154128285164065,7298.539935933579,0.0012023489979442574,26286.772719235778,4266879904.716493,-1.3461904280579913e-07,True,0,(110),daa4064d5d8a8edb0539a526f7df867fa35d1147d830ebec670ebb2955b96345,90d9ba7035d80165c9c70c4de67e245c81dc20009aded5e2cce5abc9a8901a66,116.91865894091097,2.7837775938312915e-08,False,False,fbc900a3725fcdd5d1fb6b1737553fdb501a4e49b231353e756a37c515b9d579,INITIAL_ONSET_PRE_EVENT
canonical_theta0_rate__ceramiclike__T1300K__theta0__rate0p01x__seed3014720,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,0.0,rate0p01x,0.01,3014720,12,1,147,37817.07104766241,9.004064535157714e-06,321.90292067166104,11.966941110922194,50.739832515767425,58.20516526308195,7.4653327473145215,1.1738044796620486,0.3695013181925251,4305.278371120085,0.0008787594574926269,31161.399010812238,3249892779.393417,-9.822387433092472e-08,True,0,(110),1597c307a82f58fbb30f2248ffb88148060991e717777fa4666d95b06b3649fd,ff00040e4476d6e30f199ab1437db2ba87b55670bf2c2288fa122e72482f015b,23.509854556170467,5.597584418136247e-09,False,False,fbc900a3725fcdd5d1fb6b1737553fdb501a4e49b231353e756a37c515b9d579,REINITIATION_ONSET_PRE_EVENT
canonical_theta0_shared__peak__T0300K__theta0__rate1x__seed3621,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,300.0,0.0,rate1x,1.0,3621,0,0,83,584.8736290414547,1.392556259622511e-05,1257.344521607479,23.650909281245745,0.0,2.4335696912706477,2.4335696912706477,1.0000000000000409,9.999999999851898,1.4298949619708758e-10,7.746018370605191e-34,352563.02110679215,654.0487642980249,-8.520006870059427e-38,True,0,(110),b9d070f1d02d78203eb14a071fc57618daa7d6e37793d5401ead82f07cb9e658,8afa171184dd6d5960a0a780fc285a09d6cddb5d545e214d8c1015455b4aed1b,2.3124371712259517,5.505802788633274e-08,False,False,7b088321e91e2c6308bb9c6cb3a31e5eb010c48441b09dad29b25b597f8914af,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__peak__T0600K__theta0__rate1x__seed4630,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,600.0,0.0,rate1x,1.0,4630,0,0,79,557.4783793946121,1.3273294747490768e-05,1142.3160298345636,22.543110037165572,0.0,3.7173077185406225,3.7173077185406225,1.0029244375858393,5.6619874569886415,9.276475430718204,8.905466546822804e-07,200204.5187293602,174954033.09235308,-9.792214159996102e-11,True,0,(110),59dc7d2b17188db190721e497b3752357d0f5b7f7ae0495fdb63f2f9413c9248,870ea63ff0b09c18106508476874c90e4e804cdfaeda78db0fc62561a60898d9,0.16108030671205142,3.835245397910373e-09,False,False,2a88f6a5f05a28c956fcdcc50515e3778d8154fd1a3d5b42aa3449e00156bedb,INITIAL_ONSET_PRE_EVENT
canonical_theta0_shared__peak__T0800K__theta0__rate1x__seed5639,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,800.0,0.0,rate1x,1.0,5639,0,0,122,1018.5518968004064,2.4251235638105015e-05,3813.2610480991016,41.18783496692729,0.0,3.908263888258525,3.908263888258525,1.2495396094481512,0.7412364785750358,707.341128160786,9.702256356535607,32654.540025889102,1616857520.505004,-0.0010667981392939478,True,0,(110),37d71a592831832dde01b375c4011a0237f5cd72fdb13d152773517f7dce5224,61e997cb5d21e06bbb1db975f5c0c3be5a03852a3e5b9f285e78df17abd13b41,7.560001904494129e-07,1.800000578276728e-14,False,False,4e2a982a180e5cce6411ba56f12cc98efc1580ea427ae13f52dd9272c58dead8,INITIAL_ONSET_PRE_EVENT
